GENE NAME	Gene stable ID	Transcript stable ID	Protein stable ID
RPS31	YLR167W	YLR167W	YLR167W
RPS10B	YMR230W	YMR230W	YMR230W
MRL1	YPR079W	YPR079W	YPR079W
BAT2	YJR148W	YJR148W	YJR148W
BUL1	YMR275C	YMR275C	YMR275C
VPS25	YJR102C	YJR102C	YJR102C
YHR052W-A	YHR052W-A	YHR052W-A	YHR052W-A
YLR428C	YLR428C	YLR428C	YLR428C
RPL23B	YER117W	YER117W	YER117W
YIL102C-A	YIL102C-A	YIL102C-A	YIL102C-A
TBF1	YPL128C	YPL128C	YPL128C
HOC1	YJR075W	YJR075W	YJR075W
ATG5	YPL149W	YPL149W	YPL149W
NAT2	YGR147C	YGR147C	YGR147C
COX11	YPL132W	YPL132W	YPL132W
UTP21	YLR409C	YLR409C	YLR409C
DPB4	YDR121W	YDR121W	YDR121W
HEM15	YOR176W	YOR176W	YOR176W
YGR182C	YGR182C	YGR182C	YGR182C
YNL190W	YNL190W	YNL190W	YNL190W
RTN2	YDL204W	YDL204W	YDL204W
YKL050C	YKL050C	YKL050C	YKL050C
IRA2	YOL081W	YOL081W	YOL081W
YML133W-A	YML133W-A	YML133W-A	YML133W-A
GRX3	YDR098C	YDR098C	YDR098C
PAU9	YBL108C-A	YBL108C-A	YBL108C-A
CSM3	YMR048W	YMR048W	YMR048W
PLB3	YOL011W	YOL011W	YOL011W
MPC54	YOR177C	YOR177C	YOR177C
TDA10	YGR205W	YGR205W	YGR205W
MDL1	YLR188W	YLR188W	YLR188W
SMC5	YOL034W	YOL034W	YOL034W
TOR1	YJR066W	YJR066W	YJR066W
YFL021C-A	YFL021C-A	YFL021C-A	YFL021C-A
YCR050C	YCR050C	YCR050C	YCR050C
YOR186C-A	YOR186C-A	YOR186C-A	YOR186C-A
TDA11	YHR159W	YHR159W	YHR159W
MRP21	YBL090W	YBL090W	YBL090W
UME1	YPL139C	YPL139C	YPL139C
COS111	YBR203W	YBR203W	YBR203W
GRS1	YBR121C	YBR121C	YBR121C
CLB6	YGR109C	YGR109C	YGR109C
VPS8	YAL002W	YAL002W	YAL002W
OXP1	YKL215C	YKL215C	YKL215C
COQ6	YGR255C	YGR255C	YGR255C
QDR1	YIL120W	YIL120W	YIL120W
YKL165C-A	YKL165C-A	YKL165C-A	YKL165C-A
RPL40B	YKR094C	YKR094C	YKR094C
TMT1	YER175C	YER175C	YER175C
COX7	YMR256C	YMR256C	YMR256C
FMP16	YDR070C	YDR070C	YDR070C
AVT2	YEL064C	YEL064C	YEL064C
ITC1	YGL133W	YGL133W	YGL133W
TPO3	YPR156C	YPR156C	YPR156C
RGI1	YER067W	YER067W	YER067W
YSP3	YOR003W	YOR003W	YOR003W
GPB2	YAL056W	YAL056W	YAL056W
NPY1	YGL067W	YGL067W	YGL067W
YHL050W-A	YHL050W-A	YHL050W-A	YHL050W-A
NCS2	YNL119W	YNL119W	YNL119W
ARC35	YNR035C	YNR035C	YNR035C
MGE1	YOR232W	YOR232W	YOR232W
AIP1	YMR092C	YMR092C	YMR092C
YNL226W	YNL226W	YNL226W	YNL226W
MFA1	YDR461W	YDR461W	YDR461W
FAA1	YOR317W	YOR317W	YOR317W
YAR066W	YAR066W	YAR066W	YAR066W
TIF4631	YGR162W	YGR162W	YGR162W
RPL36B	YPL249C-A	YPL249C-A	YPL249C-A
YMR102C	YMR102C	YMR102C	YMR102C
IDP1	YDL066W	YDL066W	YDL066W
YOR387C	YOR387C	YOR387C	YOR387C
RPB9	YGL070C	YGL070C	YGL070C
UFD4	YKL010C	YKL010C	YKL010C
YDR543C	YDR543C	YDR543C	YDR543C
NET1	YJL076W	YJL076W	YJL076W
YML6	YML025C	YML025C	YML025C
HSM3	YBR272C	YBR272C	YBR272C
RRP42	YDL111C	YDL111C	YDL111C
YDR524C-A	YDR524C-A	YDR524C-A	YDR524C-A
DCG1	YIR030C	YIR030C	YIR030C
RLF2	YPR018W	YPR018W	YPR018W
PHA2	YNL316C	YNL316C	YNL316C
RTS3	YGR161C	YGR161C	YGR161C
AVO2	YMR068W	YMR068W	YMR068W
KKQ8	YKL168C	YKL168C	YKL168C
TIR3	YIL011W	YIL011W	YIL011W
YDR476C	YDR476C	YDR476C	YDR476C
ASP3-2	YLR157C	YLR157C	YLR157C
YGL165C	YGL165C	YGL165C	YGL165C
PBI1	YPL272C	YPL272C	YPL272C
MTC1	YJL123C	YJL123C	YJL123C
BNA2	YJR078W	YJR078W	YJR078W
YNL067W-A	YNL067W-A	YNL067W-A	YNL067W-A
YHR080C	YHR080C	YHR080C	YHR080C
SEG1	YMR086W	YMR086W	YMR086W
UPC2	YDR213W	YDR213W	YDR213W
LAT1	YNL071W	YNL071W	YNL071W
ATG20	YDL113C	YDL113C	YDL113C
GLG2	YJL137C	YJL137C	YJL137C
YJL114W	YJL114W	YJL114W	YJL114W
YBL086C	YBL086C	YBL086C	YBL086C
PMC1	YGL006W	YGL006W	YGL006W
YMR007W	YMR007W	YMR007W	YMR007W
ULI1	YFR026C	YFR026C	YFR026C
SET1	YHR119W	YHR119W	YHR119W
AIM33	YML087C	YML087C	YML087C
SOV1	YMR066W	YMR066W	YMR066W
XDJ1	YLR090W	YLR090W	YLR090W
YER006C-A	YER006C-A	YER006C-A	YER006C-A
YPR196W	YPR196W	YPR196W	YPR196W
IES3	YLR052W	YLR052W	YLR052W
MRPL44	YMR225C	YMR225C	YMR225C
WTM1	YOR230W	YOR230W	YOR230W
TPT1	YOL102C	YOL102C	YOL102C
YBR062C	YBR062C	YBR062C	YBR062C
SSE2	YBR169C	YBR169C	YBR169C
FAB1	YFR019W	YFR019W	YFR019W
RAD57	YDR004W	YDR004W	YDR004W
YER076C	YER076C	YER076C	YER076C
YBR126W-B	YBR126W-B	YBR126W-B	YBR126W-B
ERV15	YBR210W	YBR210W	YBR210W
PGC1	YPL206C	YPL206C	YPL206C
ASG7	YJL170C	YJL170C	YJL170C
YKR073C	YKR073C	YKR073C	YKR073C
KRE1	YNL322C	YNL322C	YNL322C
YBL100W-C	YBL100W-C	YBL100W-C	YBL100W-C
YSP1	YHR155W	YHR155W	YHR155W
MVD1	YNR043W	YNR043W	YNR043W
EMP70	YLR083C	YLR083C	YLR083C
YBR223W-A	YBR223W-A	YBR223W-A	YBR223W-A
TOM20	YGR082W	YGR082W	YGR082W
FMP52	YER004W	YER004W	YER004W
CSL4	YNL232W	YNL232W	YNL232W
HOR7	YMR251W-A	YMR251W-A	YMR251W-A
SSB2	YNL209W	YNL209W	YNL209W
KRS1	YDR037W	YDR037W	YDR037W
SPO16	YHR153C	YHR153C	YHR153C
RHO4	YKR055W	YKR055W	YKR055W
TIF6	YPR016C	YPR016C	YPR016C
COT1	YOR316C	YOR316C	YOR316C
FRS1	YLR060W	YLR060W	YLR060W
RPS3	YNL178W	YNL178W	YNL178W
SKN7	YHR206W	YHR206W	YHR206W
RPS6A	YPL090C	YPL090C	YPL090C
USB1	YLR132C	YLR132C	YLR132C
SSN8	YNL025C	YNL025C	YNL025C
KRE2	YDR483W	YDR483W	YDR483W
YPR027C	YPR027C	YPR027C	YPR027C
YPL067C	YPL067C	YPL067C	YPL067C
NPP1	YCR026C	YCR026C	YCR026C
PRR2	YDL214C	YDL214C	YDL214C
YLR326W	YLR326W	YLR326W	YLR326W
NAM7	YMR080C	YMR080C	YMR080C
ALG3	YBL082C	YBL082C	YBL082C
NUP145	YGL092W	YGL092W	YGL092W
YGL159W	YGL159W	YGL159W	YGL159W
CDC7	YDL017W	YDL017W	YDL017W
YGL218W	YGL218W	YGL218W	YGL218W
RBA50	YDR527W	YDR527W	YDR527W
PHO5	YBR093C	YBR093C	YBR093C
YGL138C	YGL138C	YGL138C	YGL138C
YDR391C	YDR391C	YDR391C	YDR391C
YOR131C	YOR131C	YOR131C	YOR131C
HXT3	YDR345C	YDR345C	YDR345C
MNN2	YBR015C	YBR015C	YBR015C
MET17	YLR303W	YLR303W	YLR303W
ESL1	YIL151C	YIL151C	YIL151C
YDL185C-A	YDL185C-A	YDL185C-A	YDL185C-A
PML1	YLR016C	YLR016C	YLR016C
APC2	YLR127C	YLR127C	YLR127C
MSN1	YOL116W	YOL116W	YOL116W
VTH2	YJL222W	YJL222W	YJL222W
KIP2	YPL155C	YPL155C	YPL155C
YKR012C	YKR012C	YKR012C	YKR012C
UBP10	YNL186W	YNL186W	YNL186W
LSB3	YFR024C-A	YFR024C-A	YFR024C-A
RPC40	YPR110C	YPR110C	YPR110C
HRT3	YLR097C	YLR097C	YLR097C
YDR210C-C	YDR210C-C	YDR210C-C	YDR210C-C
YNL324W	YNL324W	YNL324W	YNL324W
DFG5	YMR238W	YMR238W	YMR238W
ELO2	YCR034W	YCR034W	YCR034W
RDS1	YCR106W	YCR106W	YCR106W
PUN1	YLR414C	YLR414C	YLR414C
SPT3	YDR392W	YDR392W	YDR392W
CKA1	YIL035C	YIL035C	YIL035C
HEK2	YBL032W	YBL032W	YBL032W
RSE1	YML049C	YML049C	YML049C
SYF1	YDR416W	YDR416W	YDR416W
YDL247W-A	YDL247W-A	YDL247W-A	YDL247W-A
YKL083W	YKL083W	YKL083W	YKL083W
KIN28	YDL108W	YDL108W	YDL108W
PIM1	YBL022C	YBL022C	YBL022C
YGR176W	YGR176W	YGR176W	YGR176W
CUS1	YMR240C	YMR240C	YMR240C
YIL089W	YIL089W	YIL089W	YIL089W
NHP6A	YPR052C	YPR052C	YPR052C
AFT1	YGL071W	YGL071W	YGL071W
YPR159C-A	YPR159C-A	YPR159C-A	YPR159C-A
YGR219W	YGR219W	YGR219W	YGR219W
BEM3	YPL115C	YPL115C	YPL115C
KIP1	YBL063W	YBL063W	YBL063W
ERB1	YMR049C	YMR049C	YMR049C
YMR045C	YMR045C	YMR045C	YMR045C
MET30	YIL046W	YIL046W	YIL046W
GOT1	YMR292W	YMR292W	YMR292W
PRP28	YDR243C	YDR243C	YDR243C
APC11	YDL008W	YDL008W	YDL008W
SPC98	YNL126W	YNL126W	YNL126W
TIM23	YNR017W	YNR017W	YNR017W
FIT3	YOR383C	YOR383C	YOR383C
ENV9	YOR246C	YOR246C	YOR246C
IOC2	YLR095C	YLR095C	YLR095C
YNL050C	YNL050C	YNL050C	YNL050C
TRS33	YOR115C	YOR115C	YOR115C
YCR100C	YCR100C	YCR100C	YCR100C
RPS7B	YNL096C	YNL096C	YNL096C
RIX7	YLL034C	YLL034C	YLL034C
DED81	YHR019C	YHR019C	YHR019C
RPL10	YLR075W	YLR075W	YLR075W
CDC13	YDL220C	YDL220C	YDL220C
YKL033W-A	YKL033W-A	YKL033W-A	YKL033W-A
NMA111	YNL123W	YNL123W	YNL123W
BRO1	YPL084W	YPL084W	YPL084W
YNL162W-A	YNL162W-A	YNL162W-A	YNL162W-A
YMR122W-A	YMR122W-A	YMR122W-A	YMR122W-A
TNA1	YGR260W	YGR260W	YGR260W
RPL2A	YFR031C-A	YFR031C-A	YFR031C-A
RPL4B	YDR012W	YDR012W	YDR012W
AZF1	YOR113W	YOR113W	YOR113W
LDB16	YCL005W	YCL005W	YCL005W
VPS36	YLR417W	YLR417W	YLR417W
AIM21	YIR003W	YIR003W	YIR003W
YJR146W	YJR146W	YJR146W	YJR146W
ECM19	YLR390W	YLR390W	YLR390W
DAD3	YBR233W-A	YBR233W-A	YBR233W-A
CDC16	YKL022C	YKL022C	YKL022C
REC104	YHR157W	YHR157W	YHR157W
SYN8	YAL014C	YAL014C	YAL014C
THP1	YOL072W	YOL072W	YOL072W
YAR1	YPL239W	YPL239W	YPL239W
HIT1	YJR055W	YJR055W	YJR055W
FZO1	YBR179C	YBR179C	YBR179C
BUR2	YLR226W	YLR226W	YLR226W
RMD8	YFR048W	YFR048W	YFR048W
YBR230W-A	YBR230W-A	YBR230W-A	YBR230W-A
SER33	YIL074C	YIL074C	YIL074C
IMO32	YGR031W	YGR031W	YGR031W
LDB19	YOR322C	YOR322C	YOR322C
COP1	YDL145C	YDL145C	YDL145C
EXO1	YOR033C	YOR033C	YOR033C
MSA2	YKR077W	YKR077W	YKR077W
YNL284C-A	YNL284C-A	YNL284C-A	YNL284C-A
SRP54	YPR088C	YPR088C	YPR088C
YPR063C	YPR063C	YPR063C	YPR063C
GPI14	YJR013W	YJR013W	YJR013W
DCW1	YKL046C	YKL046C	YKL046C
GLE2	YER107C	YER107C	YER107C
URA6	YKL024C	YKL024C	YKL024C
SMK1	YPR054W	YPR054W	YPR054W
RCO1	YMR075W	YMR075W	YMR075W
CLU1	YMR012W	YMR012W	YMR012W
FBP1	YLR377C	YLR377C	YLR377C
MIC12	YBR262C	YBR262C	YBR262C
SLU7	YDR088C	YDR088C	YDR088C
APC4	YDR118W	YDR118W	YDR118W
ECM10	YEL030W	YEL030W	YEL030W
LYS1	YIR034C	YIR034C	YIR034C
LAC1	YKL008C	YKL008C	YKL008C
TDA1	YMR291W	YMR291W	YMR291W
RAD33	YML011C	YML011C	YML011C
CAM1	YPL048W	YPL048W	YPL048W
BNR1	YIL159W	YIL159W	YIL159W
PRP43	YGL120C	YGL120C	YGL120C
SPS22	YCL048W	YCL048W	YCL048W
SEN34	YAR008W	YAR008W	YAR008W
DMC1	YER179W	YER179W	YER179W
CDC20	YGL116W	YGL116W	YGL116W
ANB1	YJR047C	YJR047C	YJR047C
COS9	YKL219W	YKL219W	YKL219W
YPR126C	YPR126C	YPR126C	YPR126C
CDC5	YMR001C	YMR001C	YMR001C
VID30	YGL227W	YGL227W	YGL227W
RPL31B	YLR406C	YLR406C	YLR406C
GMC1	YDR506C	YDR506C	YDR506C
YER135C	YER135C	YER135C	YER135C
BFR2	YDR299W	YDR299W	YDR299W
DSC3	YOR223W	YOR223W	YOR223W
MAL31	YBR298C	YBR298C	YBR298C
YLR001C	YLR001C	YLR001C	YLR001C
EFB1	YAL003W	YAL003W	YAL003W
PFS1	YHR185C	YHR185C	YHR185C
DIG1	YPL049C	YPL049C	YPL049C
GDT1	YBR187W	YBR187W	YBR187W
YBL111C	YBL111C	YBL111C	YBL111C
RCN1	YKL159C	YKL159C	YKL159C
LTO1	YNL260C	YNL260C	YNL260C
YLR154W-B	YLR154W-B	YLR154W-B	YLR154W-B
PEX2	YJL210W	YJL210W	YJL210W
ACH1	YBL015W	YBL015W	YBL015W
ACS1	YAL054C	YAL054C	YAL054C
YCR097W-A	YCR097W-A	YCR097W-A	YCR097W-A
ASI1	YMR119W	YMR119W	YMR119W
RPN4	YDL020C	YDL020C	YDL020C
HMO1	YDR174W	YDR174W	YDR174W
PRP6	YBR055C	YBR055C	YBR055C
RPL2B	YIL018W	YIL018W	YIL018W
SET4	YJL105W	YJL105W	YJL105W
KSS1	YGR040W	YGR040W	YGR040W
URA8	YJR103W	YJR103W	YJR103W
YLL037W	YLL037W	YLL037W	YLL037W
ULS1	YOR191W	YOR191W	YOR191W
IRC11	YOR013W	YOR013W	YOR013W
YPT32	YGL210W	YGL210W	YGL210W
CGI121	YML036W	YML036W	YML036W
YOL134C	YOL134C	YOL134C	YOL134C
YFL051C	YFL051C	YFL051C	YFL051C
NCE101	YJL205C	YJL205C	YJL205C
GSP1	YLR293C	YLR293C	YLR293C
YDR413C	YDR413C	YDR413C	YDR413C
RRM3	YHR031C	YHR031C	YHR031C
YLR149C-A	YLR149C-A	YLR149C-A	YLR149C-A
ILM1	YJR118C	YJR118C	YJR118C
YIR040C	YIR040C	YIR040C	YIR040C
YLR177W	YLR177W	YLR177W	YLR177W
YMR031W-A	YMR031W-A	YMR031W-A	YMR031W-A
YBL005W-B	YBL005W-B	YBL005W-B	YBL005W-B
SCW4	YGR279C	YGR279C	YGR279C
BSD2	YBR290W	YBR290W	YBR290W
RPS2	YGL123W	YGL123W	YGL123W
PAP2	YOL115W	YOL115W	YOL115W
MKK1	YOR231W	YOR231W	YOR231W
ARG7	YMR062C	YMR062C	YMR062C
TRE1	YPL176C	YPL176C	YPL176C
SGM1	YJR134C	YJR134C	YJR134C
FRE6	YLL051C	YLL051C	YLL051C
YDL094C	YDL094C	YDL094C	YDL094C
SRN2	YLR119W	YLR119W	YLR119W
EFM4	YIL064W	YIL064W	YIL064W
TRM82	YDR165W	YDR165W	YDR165W
MEP2	YNL142W	YNL142W	YNL142W
FSH2	YMR222C	YMR222C	YMR222C
DCD1	YHR144C	YHR144C	YHR144C
RPL7B	YPL198W	YPL198W	YPL198W
YBR178W	YBR178W	YBR178W	YBR178W
SKP2	YNL311C	YNL311C	YNL311C
ARV1	YLR242C	YLR242C	YLR242C
HMF1	YER057C	YER057C	YER057C
USA1	YML029W	YML029W	YML029W
YCR087C-A	YCR087C-A	YCR087C-A	YCR087C-A
VRP1	YLR337C	YLR337C	YLR337C
POP5	YAL033W	YAL033W	YAL033W
FRE4	YNR060W	YNR060W	YNR060W
RPS25B	YLR333C	YLR333C	YLR333C
MMS2	YGL087C	YGL087C	YGL087C
YML037C	YML037C	YML037C	YML037C
DUN1	YDL101C	YDL101C	YDL101C
REF2	YDR195W	YDR195W	YDR195W
MRPL35	YDR322W	YDR322W	YDR322W
POL3	YDL102W	YDL102W	YDL102W
YOR170W	YOR170W	YOR170W	YOR170W
RNH70	YGR276C	YGR276C	YGR276C
TPS1	YBR126C	YBR126C	YBR126C
ARP4	YJL081C	YJL081C	YJL081C
YLR363W-A	YLR363W-A	YLR363W-A	YLR363W-A
MRPL25	YGR076C	YGR076C	YGR076C
YMR075C-A	YMR075C-A	YMR075C-A	YMR075C-A
MAK31	YCR020C-A	YCR020C-A	YCR020C-A
BPL1	YDL141W	YDL141W	YDL141W
YNL114C	YNL114C	YNL114C	YNL114C
SPT5	YML010W	YML010W	YML010W
STP1	YDR463W	YDR463W	YDR463W
YHR054C	YHR054C	YHR054C	YHR054C
YPL168W	YPL168W	YPL168W	YPL168W
SKP1	YDR328C	YDR328C	YDR328C
YDR344C	YDR344C	YDR344C	YDR344C
YGR021W	YGR021W	YGR021W	YGR021W
SUI3	YPL237W	YPL237W	YPL237W
TRM2	YKR056W	YKR056W	YKR056W
MRE11	YMR224C	YMR224C	YMR224C
COG4	YPR105C	YPR105C	YPR105C
YKL030W	YKL030W	YKL030W	YKL030W
SEN54	YPL083C	YPL083C	YPL083C
CMC2	YBL059C-A	YBL059C-A	YBL059C-A
YAL016C-A	YAL016C-A	YAL016C-A	YAL016C-A
HOT1	YMR172W	YMR172W	YMR172W
RPS27B	YHR021C	YHR021C	YHR021C
YGL217C	YGL217C	YGL217C	YGL217C
ARG8	YOL140W	YOL140W	YOL140W
RMD9	YGL107C	YGL107C	YGL107C
UTP8	YGR128C	YGR128C	YGR128C
ATP23	YNR020C	YNR020C	YNR020C
NOC2	YOR206W	YOR206W	YOR206W
DSS4	YPR017C	YPR017C	YPR017C
CDC53	YDL132W	YDL132W	YDL132W
YER137C-A	YER137C-A	YER137C-A	YER137C-A
ZRG17	YNR039C	YNR039C	YNR039C
FLO9	YAL063C	YAL063C	YAL063C
YFR016C	YFR016C	YFR016C	YFR016C
YGL193C	YGL193C	YGL193C	YGL193C
ADY2	YCR010C	YCR010C	YCR010C
GCN2	YDR283C	YDR283C	YDR283C
YBL071C	YBL071C	YBL071C	YBL071C
MSC6	YOR354C	YOR354C	YOR354C
STB1	YNL309W	YNL309W	YNL309W
RPS16A	YMR143W	YMR143W	YMR143W
QCR9	YGR183C	YGR183C	YGR183C
OKP1	YGR179C	YGR179C	YGR179C
ERG1	YGR175C	YGR175C	YGR175C
PAU7	YAR020C	YAR020C	YAR020C
SIS2	YKR072C	YKR072C	YKR072C
IST1	YNL265C	YNL265C	YNL265C
TRP3	YKL211C	YKL211C	YKL211C
GYL1	YMR192W	YMR192W	YMR192W
MCM5	YLR274W	YLR274W	YLR274W
DST1	YGL043W	YGL043W	YGL043W
SKI3	YPR189W	YPR189W	YPR189W
QRI1	YDL103C	YDL103C	YDL103C
YDL152W	YDL152W	YDL152W	YDL152W
SLZ1	YNL196C	YNL196C	YNL196C
LAG1	YHL003C	YHL003C	YHL003C
RPL1B	YGL135W	YGL135W	YGL135W
FBP26	YJL155C	YJL155C	YJL155C
YHR212W-A	YHR212W-A	YHR212W-A	YHR212W-A
GAS4	YOL132W	YOL132W	YOL132W
YGL082W	YGL082W	YGL082W	YGL082W
YNR048W	YNR048W	YNR048W	YNR048W
PPH21	YDL134C	YDL134C	YDL134C
SAM35	YHR083W	YHR083W	YHR083W
POM33	YLL023C	YLL023C	YLL023C
ADE3	YGR204W	YGR204W	YGR204W
YLR202C	YLR202C	YLR202C	YLR202C
SAD1	YFR005C	YFR005C	YFR005C
YBP1	YBR216C	YBR216C	YBR216C
YGR265W	YGR265W	YGR265W	YGR265W
TIM9	YEL020W-A	YEL020W-A	YEL020W-A
UTR4	YEL038W	YEL038W	YEL038W
RRP43	YCR035C	YCR035C	YCR035C
SDO1	YLR022C	YLR022C	YLR022C
PEX12	YMR026C	YMR026C	YMR026C
ILV3	YJR016C	YJR016C	YJR016C
NGG1	YDR176W	YDR176W	YDR176W
RPN14	YGL004C	YGL004C	YGL004C
YDR222W	YDR222W	YDR222W	YDR222W
ORC4	YPR162C	YPR162C	YPR162C
YEL076C-A	YEL076C-A	YEL076C-A	YEL076C-A
RPL12A	YEL054C	YEL054C	YEL054C
DAS2	YDR020C	YDR020C	YDR020C
MCD4	YKL165C	YKL165C	YKL165C
SCD6	YPR129W	YPR129W	YPR129W
UBX3	YDL091C	YDL091C	YDL091C
VPS35	YJL154C	YJL154C	YJL154C
PIR1	YKL164C	YKL164C	YKL164C
YDR220C	YDR220C	YDR220C	YDR220C
TPS2	YDR074W	YDR074W	YDR074W
THI2	YBR240C	YBR240C	YBR240C
YHR086W-A	YHR086W-A	YHR086W-A	YHR086W-A
PAM1	YDR251W	YDR251W	YDR251W
NGL1	YOL042W	YOL042W	YOL042W
UTP9	YHR196W	YHR196W	YHR196W
RSM28	YDR494W	YDR494W	YDR494W
GPI10	YGL142C	YGL142C	YGL142C
YKL151C	YKL151C	YKL151C	YKL151C
YLL067C	YLL067C	YLL067C	YLL067C
USV1	YPL230W	YPL230W	YPL230W
ELG1	YOR144C	YOR144C	YOR144C
DBP5	YOR046C	YOR046C	YOR046C
MHT1	YLL062C	YLL062C	YLL062C
YLR255C	YLR255C	YLR255C	YLR255C
PTC3	YBL056W	YBL056W	YBL056W
PTC2	YER089C	YER089C	YER089C
AIR2	YDL175C	YDL175C	YDL175C
KRE5	YOR336W	YOR336W	YOR336W
YKL100W-A	YKL100W-A	YKL100W-A	YKL100W-A
YML131W	YML131W	YML131W	YML131W
THO2	YNL139C	YNL139C	YNL139C
LNP1	YHR192W	YHR192W	YHR192W
EMW1	YNL313C	YNL313C	YNL313C
YCR051W	YCR051W	YCR051W	YCR051W
YGR067C	YGR067C	YGR067C	YGR067C
RIM4	YHL024W	YHL024W	YHL024W
ATG36	YJL185C	YJL185C	YJL185C
YBL012C	YBL012C	YBL012C	YBL012C
TDA2	YER071C	YER071C	YER071C
RPL3	YOR063W	YOR063W	YOR063W
YDR524C-B	YDR524C-B	YDR524C-B	YDR524C-B
YDR102C	YDR102C	YDR102C	YDR102C
GPI2	YPL076W	YPL076W	YPL076W
MPH1	YIR002C	YIR002C	YIR002C
JNM1	YMR294W	YMR294W	YMR294W
MEI4	YER044C-A	YER044C-A	YER044C-A
VID28	YIL017C	YIL017C	YIL017C
COQ5	YML110C	YML110C	YML110C
ROX1	YPR065W	YPR065W	YPR065W
MEC3	YLR288C	YLR288C	YLR288C
YHR213W-B	YHR213W-B	YHR213W-B	YHR213W-B
TOK1	YJL093C	YJL093C	YJL093C
BSC5	YNR069C	YNR069C	YNR069C
APS1	YLR170C	YLR170C	YLR170C
PWP2	YCR057C	YCR057C	YCR057C
YJL160C	YJL160C	YJL160C	YJL160C
YBR287W	YBR287W	YBR287W	YBR287W
AI1	Q0050	Q0050	Q0050
SPC110	YDR356W	YDR356W	YDR356W
YER077C	YER077C	YER077C	YER077C
SLM3	YDL033C	YDL033C	YDL033C
ACF4	YJR083C	YJR083C	YJR083C
HRQ1	YDR291W	YDR291W	YDR291W
PEX21	YGR239C	YGR239C	YGR239C
YML057C-A	YML057C-A	YML057C-A	YML057C-A
YPT31	YER031C	YER031C	YER031C
YFR057W	YFR057W	YFR057W	YFR057W
TSR3	YOR006C	YOR006C	YOR006C
YPR204W	YPR204W	YPR204W	YPR204W
WSC2	YNL283C	YNL283C	YNL283C
YGR153W	YGR153W	YGR153W	YGR153W
OPI10	YOL032W	YOL032W	YOL032W
YLR194C	YLR194C	YLR194C	YLR194C
YPR158C-C	YPR158C-C	YPR158C-C	YPR158C-C
CCA1	YER168C	YER168C	YER168C
YML031C-A	YML031C-A	YML031C-A	YML031C-A
TFB5	YDR079C-A	YDR079C-A	YDR079C-A
RPL29	YFR032C-A	YFR032C-A	YFR032C-A
SNA3	YJL151C	YJL151C	YJL151C
VMA4	YOR332W	YOR332W	YOR332W
YMR181C	YMR181C	YMR181C	YMR181C
RCL1	YOL010W	YOL010W	YOL010W
SIR2	YDL042C	YDL042C	YDL042C
YNL109W	YNL109W	YNL109W	YNL109W
NTR2	YKR022C	YKR022C	YKR022C
ALF1	YNL148C	YNL148C	YNL148C
ADH6	YMR318C	YMR318C	YMR318C
DBP3	YGL078C	YGL078C	YGL078C
MAG1	YER142C	YER142C	YER142C
FIS1	YIL065C	YIL065C	YIL065C
YPL062W	YPL062W	YPL062W	YPL062W
AIM29	YKR074W	YKR074W	YKR074W
OCA1	YNL099C	YNL099C	YNL099C
MNN4	YKL201C	YKL201C	YKL201C
MDM36	YPR083W	YPR083W	YPR083W
RIB1	YBL033C	YBL033C	YBL033C
YDL159W-A	YDL159W-A	YDL159W-A	YDL159W-A
PRD1	YCL057W	YCL057W	YCL057W
KIC1	YHR102W	YHR102W	YHR102W
TMA64	YDR117C	YDR117C	YDR117C
CDD1	YLR245C	YLR245C	YLR245C
YNL198C	YNL198C	YNL198C	YNL198C
RPL37A	YLR185W	YLR185W	YLR185W
KIP3	YGL216W	YGL216W	YGL216W
HFI1	YPL254W	YPL254W	YPL254W
MIC27	YNL100W	YNL100W	YNL100W
MRN1	YPL184C	YPL184C	YPL184C
IZH1	YDR492W	YDR492W	YDR492W
NUG1	YER006W	YER006W	YER006W
YOL114C	YOL114C	YOL114C	YOL114C
CAF40	YNL288W	YNL288W	YNL288W
TPC1	YGR096W	YGR096W	YGR096W
PMD1	YER132C	YER132C	YER132C
CCT8	YJL008C	YJL008C	YJL008C
YHR202W	YHR202W	YHR202W	YHR202W
URB2	YJR041C	YJR041C	YJR041C
HXT1	YHR094C	YHR094C	YHR094C
YKR045C	YKR045C	YKR045C	YKR045C
TAZ1	YPR140W	YPR140W	YPR140W
APL4	YPR029C	YPR029C	YPR029C
HXT14	YNL318C	YNL318C	YNL318C
PMP3	YDR276C	YDR276C	YDR276C
PRP8	YHR165C	YHR165C	YHR165C
EMC6	YLL014W	YLL014W	YLL014W
YTM1	YOR272W	YOR272W	YOR272W
YLL056C	YLL056C	YLL056C	YLL056C
RPS15	YOL040C	YOL040C	YOL040C
SKN1	YGR143W	YGR143W	YGR143W
SET6	YPL165C	YPL165C	YPL165C
SEC12	YNR026C	YNR026C	YNR026C
YLR120W-A	YLR120W-A	YLR120W-A	YLR120W-A
YOR203W	YOR203W	YOR203W	YOR203W
FMT1	YBL013W	YBL013W	YBL013W
YER038W-A	YER038W-A	YER038W-A	YER038W-A
YMR013W-A	YMR013W-A	YMR013W-A	YMR013W-A
YOR302W	YOR302W	YOR302W	YOR302W
YGR122W	YGR122W	YGR122W	YGR122W
YLR076C	YLR076C	YLR076C	YLR076C
TOS2	YGR221C	YGR221C	YGR221C
DPS1	YLL018C	YLL018C	YLL018C
BSC2	YDR275W	YDR275W	YDR275W
HDA2	YDR295C	YDR295C	YDR295C
