GENE NAME	Gene stable ID	Transcript stable ID	Protein stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID
CYP28C1	FBgn0030339	FBtr0073565	FBpp0073409	Q9VYT8	M9PEC6
CYP28C1	FBgn0030339	FBtr0333016	FBpp0305230	Q9VYT8	M9PEC6
CG44836	FBgn0266099	FBtr0343550	FBpp0310151		I3V9E4
CG44836	FBgn0266099	FBtr0343550	FBpp0310151		Q8IQN7
CG44836	FBgn0266099	FBtr0343551	FBpp0310152		M9PCS8
SCP1	FBgn0020908	FBtr0334933	FBpp0306952		O16157
SCP1	FBgn0020908	FBtr0334933	FBpp0306952		Q8MSI2
SCP1	FBgn0020908	FBtr0113713	FBpp0112436		Q8MSI2
RSG7	FBgn0024941	FBtr0307538	FBpp0300193		Q7KPI3
RSG7	FBgn0024941	FBtr0307538	FBpp0300193		Q9VXA3
RSG7	FBgn0024941	FBtr0074350	FBpp0074124		Q9VXA3
LIG3	FBgn0038035	FBtr0082600	FBpp0082071		Q8MZC0
LIG3	FBgn0038035	FBtr0082600	FBpp0082071		Q9VG84
CG4393	FBgn0039075	FBtr0301085	FBpp0290307		Q9VCM6
CG4393	FBgn0039075	FBtr0339616	FBpp0308681		Q9VCM6
CG4393	FBgn0039075	FBtr0339617	FBpp0308682		Q9VCM6
MT:COII	FBgn0013675	FBtr0100863	FBpp0100177	P00408	J9TIE4
MT:COII	FBgn0013675	FBtr0100863	FBpp0100177	P00408	J9THZ9
MT:COII	FBgn0013675	FBtr0100863	FBpp0100177	P00408	A0A126QBH8
MT:COII	FBgn0013675	FBtr0100863	FBpp0100177	P00408	C8CB16
MT:COII	FBgn0013675	FBtr0100863	FBpp0100177	P00408	A0A0A0RZ60
MT:COII	FBgn0013675	FBtr0100863	FBpp0100177	P00408	A0A126QBG4
MT:COII	FBgn0013675	FBtr0100863	FBpp0100177	P00408	A0A088BCF8
MT:COII	FBgn0013675	FBtr0100863	FBpp0100177	P00408	C6KI54
CG30054	FBgn0050054	FBtr0302388	FBpp0291583		Q0E9A7
CG30054	FBgn0050054	FBtr0302389	FBpp0291584		A0A0B4JD15
OBP99D	FBgn0039684	FBtr0085455	FBpp0084821		A9QK68
OBP99D	FBgn0039684	FBtr0085455	FBpp0084821		D1FZF4
OBP99D	FBgn0039684	FBtr0085455	FBpp0084821		D1FZP3
OBP99D	FBgn0039684	FBtr0085455	FBpp0084821		A9QK76
OBP99D	FBgn0039684	FBtr0085455	FBpp0084821		A9QK88
OBP99D	FBgn0039684	FBtr0085455	FBpp0084821		A9QK82
OBP99D	FBgn0039684	FBtr0085455	FBpp0084821		A9QKA4
OBP99D	FBgn0039684	FBtr0085455	FBpp0084821		A9QKM1
OBP99D	FBgn0039684	FBtr0085455	FBpp0084821		A9QKC8
OBP99D	FBgn0039684	FBtr0085455	FBpp0084821		Q9VAI7
CG33159	FBgn0053159	FBtr0073104	FBpp0072966		Q9VZT0
S6K	FBgn0015806	FBtr0333264	FBpp0305462		P91656
S6K	FBgn0015806	FBtr0333264	FBpp0305462		H1ZYE3
S6K	FBgn0015806	FBtr0333264	FBpp0305462		Q8SWT5
S6K	FBgn0015806	FBtr0333264	FBpp0305462		Q94533
S6K	FBgn0015806	FBtr0077114	FBpp0076820		Q94533
AATS-SER	FBgn0021750	FBtr0334589	FBpp0306656		O18406
AATS-SER	FBgn0021750	FBtr0334589	FBpp0306656		Q9VF85
AATS-SER	FBgn0021750	FBtr0083086	FBpp0082542		Q9VF85
PAPSS	FBgn0020389	FBtr0074889	FBpp0074658		Q7KUT8
PAPSS	FBgn0020389	FBtr0074888	FBpp0074657		C9QP52
PAPSS	FBgn0020389	FBtr0074888	FBpp0074657		Q8IQV1
PAPSS	FBgn0020389	FBtr0111108	FBpp0110399		Q9VW48
PAPSS	FBgn0020389	FBtr0111108	FBpp0110399		Q7KUT8
PAPSS	FBgn0020389	FBtr0332146	FBpp0304456		Q961A8
PAPSS	FBgn0020389	FBtr0074885	FBpp0074654		Q961A8
PAPSS	FBgn0020389	FBtr0332147	FBpp0304457		Q7KUT8
PAPSS	FBgn0020389	FBtr0074887	FBpp0074656		Q961A8
PAPSS	FBgn0020389	FBtr0074886	FBpp0074655		Q961A8
CG6178	FBgn0039156	FBtr0084550	FBpp0083935		Q9VCC6
CG5355	FBgn0032242	FBtr0080047	FBpp0079637		Q961N7
CG5355	FBgn0032242	FBtr0080047	FBpp0079637		Q9VKW5
CYP313A4	FBgn0038076	FBtr0082667	FBpp0082136	Q9VG40	H1UUI5
CG42658	FBgn0261523	FBtr0302458	FBpp0291646		C0PV14
CG42658	FBgn0261523	FBtr0302458	FBpp0291646		M9MSG1
CG8180	FBgn0034021	FBtr0345392	FBpp0311542		Q7K3C2
CG8180	FBgn0034021	FBtr0340003	FBpp0309022		Q7K3C2
CG8180	FBgn0034021	FBtr0340003	FBpp0309022		A0A0B4LFF6
CG8180	FBgn0034021	FBtr0087359	FBpp0086492		Q7K3C2
CG2034	FBgn0015359	FBtr0072877	FBpp0072756		Q24050
CG2034	FBgn0015359	FBtr0332664	FBpp0304910		Q24050
CG7470	FBgn0037146	FBtr0078477	FBpp0078130		Q9VNW6
CG7470	FBgn0037146	FBtr0309869	FBpp0301603		Q9VNW6
CG8216	FBgn0033358	FBtr0088671	FBpp0087752		Q8IGG4
CG8216	FBgn0033358	FBtr0088671	FBpp0087752		A4IEC7
CG8216	FBgn0033358	FBtr0088671	FBpp0087752		A1Z7M0
CG30344	FBgn0050344	FBtr0088583	FBpp0087664		Q961H2
BEST3	FBgn0036492	FBtr0075618	FBpp0075371		Q9VUM7
CG2469	FBgn0035205	FBtr0072669	FBpp0072562		Q7K0X3
CG2469	FBgn0035205	FBtr0072668	FBpp0072561		Q7K0X3
CG44434	FBgn0265626	FBtr0340486	FBpp0309422		A0A0C4DHF7
EAAT2	FBgn0026438	FBtr0078043	FBpp0077707		Q9VPS6
EAAT2	FBgn0026438	FBtr0301316	FBpp0290531		Q9VPS6
EAAT2	FBgn0026438	FBtr0301316	FBpp0290531		Q8T0S9
EAAT2	FBgn0026438	FBtr0301316	FBpp0290531		Q9U9K1
EAAT2	FBgn0026438	FBtr0301316	FBpp0290531		E1JHQ6
EAAT2	FBgn0026438	FBtr0301317	FBpp0290532		Q9VPS6
ENDOB	FBgn0034433	FBtr0086559	FBpp0085743		Q8IGU0
ENDOB	FBgn0034433	FBtr0086559	FBpp0085743		Q8T389
ENDOB	FBgn0034433	FBtr0113097	FBpp0112010		A8DYJ1
ENDOB	FBgn0034433	FBtr0113098	FBpp0112011		A8DYJ0
ENDOB	FBgn0034433	FBtr0086558	FBpp0085742		A4IJ71
ENDOB	FBgn0034433	FBtr0086558	FBpp0085742		Q8SYD9
E(SPL)MDELTA-HLH	FBgn0002734	FBtr0084954	FBpp0084328	Q01071
CG31086	FBgn0051086	FBtr0084989	FBpp0084362		Q9VBG7
CG31086	FBgn0051086	FBtr0307341	FBpp0298342		D2NUI1
CG31086	FBgn0051086	FBtr0307341	FBpp0298342		Q9VBG7
CG42365	FBgn0259711	FBtr0299964	FBpp0289241		Q8T3P2
CG31413	FBgn0051413	FBtr0084442	FBpp0083834		Q29QV0
CG31413	FBgn0051413	FBtr0084442	FBpp0083834		Q8IMY4
CG5693	FBgn0040989	FBtr0081026	FBpp0080579		Q9VJB2
KDM2	FBgn0037659	FBtr0336759	FBpp0307735	Q9VHH9	A0A0B4KFJ7
KDM2	FBgn0037659	FBtr0336760	FBpp0307736	Q9VHH9	A0A0B4KFJ7
KDM2	FBgn0037659	FBtr0336758	FBpp0307734	Q9VHH9	V5P0A0
KDM2	FBgn0037659	FBtr0336758	FBpp0307734	Q9VHH9	A0A0B4KFJ7
KDM2	FBgn0037659	FBtr0300691	FBpp0289915	Q9VHH9	A0A0B4KFJ7
CG17801	FBgn0038550	FBtr0331689	FBpp0304078		Q0IGU4
CG17801	FBgn0038550	FBtr0331689	FBpp0304078		Q9VEF1
HIS2B:CG33910	FBgn0053910	FBtr0091914	FBpp0091155	P02283
CG33475	FBgn0053475	FBtr0088318	FBpp0087409		A1Z887
IM23	FBgn0034328	FBtr0086729	FBpp0085908	Q9V8F5	A4VA55
IM23	FBgn0034328	FBtr0086729	FBpp0085908	Q9V8F5	A0A1B2AJ76
RAB7	FBgn0015795	FBtr0308612	FBpp0300836		O76742
RAB7	FBgn0015795	FBtr0308611	FBpp0300835		O76742
RAB7	FBgn0015795	FBtr0084503	FBpp0083891		O76742
CG9164	FBgn0030634	FBtr0074014	FBpp0073831	Q9VXV9
CG9164	FBgn0030634	FBtr0343351	FBpp0310008	Q9VXV9	C0MM65
CG9164	FBgn0030634	FBtr0343351	FBpp0310008	Q9VXV9	C0MM62
CG9164	FBgn0030634	FBtr0343351	FBpp0310008	Q9VXV9	C0MM60
CG9164	FBgn0030634	FBtr0343351	FBpp0310008	Q9VXV9	C0MM61
CG9164	FBgn0030634	FBtr0343351	FBpp0310008	Q9VXV9	C0MM59
CG9164	FBgn0030634	FBtr0074012	FBpp0073829	Q9VXV9
CG13040	FBgn0036608	FBtr0310461	FBpp0302609		Q9VV32
CG13040	FBgn0036608	FBtr0075431	FBpp0075189		Q9VV32
CG33970	FBgn0053970	FBtr0346107	FBpp0311936		Q86P18
CG33970	FBgn0053970	FBtr0100013	FBpp0099385		Q9VBF7
CG33970	FBgn0053970	FBtr0100012	FBpp0099384		Q9VBF7
CG33970	FBgn0053970	FBtr0100012	FBpp0099384		Q95U16
CG33970	FBgn0053970	FBtr0100012	FBpp0099384		Q86P18
CG13078	FBgn0032809	FBtr0081256	FBpp0080797		Q9VIT6
CG45064	FBgn0266434	FBtr0344425	FBpp0310797		X2JKA0
CG10081	FBgn0034441	FBtr0086524	FBpp0085712		Q4V5E4
CG10081	FBgn0034441	FBtr0334007	FBpp0306126		A0A0B4KG92
CG6362	FBgn0028740	FBtr0089556	FBpp0088524		O96837
CG6362	FBgn0028740	FBtr0089556	FBpp0088524		A1ZAZ8
CG30432	FBgn0050432	FBtr0307499	FBpp0298834		Q4V4T4
CG30432	FBgn0050432	FBtr0307499	FBpp0298834		A1Z6K6
WDR79	FBgn0031782	FBtr0346267	FBpp0312024		Q9VMH1
WDR79	FBgn0031782	FBtr0346267	FBpp0312024		Q6NL34
WDR79	FBgn0031782	FBtr0333407	FBpp0305599		Q960H9
WDR79	FBgn0031782	FBtr0333407	FBpp0305599		Q9VMH1
CG32486	FBgn0266918	FBtr0073004	FBpp0072874	Q9VZV5
CG8833	FBgn0036386	FBtr0075792	FBpp0075534	Q9VUA0
CG34241	FBgn0250825	FBtr0112435	FBpp0111350		A2VES9
CG34241	FBgn0250825	FBtr0112435	FBpp0111350		A8JNR8
CG8027	FBgn0033392	FBtr0088609	FBpp0087690		Q8SXI4
CG8027	FBgn0033392	FBtr0088609	FBpp0087690		A1Z7S7
CG15891	FBgn0029860	FBtr0346642	FBpp0312222		Q9W411
CG15891	FBgn0029860	FBtr0100319	FBpp0099724		C1C3G9
CG15891	FBgn0029860	FBtr0100319	FBpp0099724		Q9W411
PRE-MOD(MDG4)-T	FBgn0261837	FBtr0346907	FBpp0312409		A0A0B4JDE0
CG32138	FBgn0267795	FBtr0334053	FBpp0306179		I0B8L8
CG32138	FBgn0267795	FBtr0334053	FBpp0306179		M9PCF8
CG32138	FBgn0267795	FBtr0075775	FBpp0075517	Q9VUC6
CG32138	FBgn0267795	FBtr0114573	FBpp0113065	Q9VUC6	E8NH76
CG32138	FBgn0267795	FBtr0075776	FBpp0075518		M9PCF8
CG32138	FBgn0267795	FBtr0075776	FBpp0075518		Q5U0S9
CG31205	FBgn0051205	FBtr0346092	FBpp0311926		A9UNE3
CG31205	FBgn0051205	FBtr0346092	FBpp0311926		Q8IN51
CG31205	FBgn0051205	FBtr0300451	FBpp0289679		Q8IN51
CG15923	FBgn0038814	FBtr0330028	FBpp0303061		Q9VDK3
CG15923	FBgn0038814	FBtr0330028	FBpp0303061		A0A0B4KGJ7
CG15923	FBgn0038814	FBtr0113254	FBpp0112166		Q9VDK3
CG34049	FBgn0054049	FBtr0302372	FBpp0291567		B3DND3
CG34049	FBgn0054049	FBtr0302372	FBpp0291567		Q6IHY3
CG34049	FBgn0054049	FBtr0302372	FBpp0291567		A8WHB7
CG7997	FBgn0034117	FBtr0087171	FBpp0086315		Q7K127
CG7997	FBgn0034117	FBtr0087172	FBpp0086316		Q7K127
CG42367	FBgn0259713	FBtr0331634	FBpp0304024		D5SHN8
CG42367	FBgn0259713	FBtr0331634	FBpp0304024		R9PY51
CG1208	FBgn0037386	FBtr0113196	FBpp0112108		Q8T0T6
CG1208	FBgn0037386	FBtr0113197	FBpp0112109		A8JQU1
MYO	FBgn0026199	FBtr0089094	FBpp0088163		Q9V4F4
MYO	FBgn0026199	FBtr0089095	FBpp0088164		Q9V4F4
MYO	FBgn0026199	FBtr0089092	FBpp0088161		Q9XZ62
MYO	FBgn0026199	FBtr0089092	FBpp0088161		Q9V4F4
KERMIT	FBgn0010504	FBtr0339296	FBpp0308405		Q7JX82
KERMIT	FBgn0010504	FBtr0088811	FBpp0087887		Q7JX82
KERMIT	FBgn0010504	FBtr0088814	FBpp0087890		Q7JX82
KERMIT	FBgn0010504	FBtr0088812	FBpp0087888		Q7JX82
KERMIT	FBgn0010504	FBtr0088813	FBpp0087889		Q7JX82
CG1421	FBgn0032966	FBtr0085928	FBpp0085282		Q9V9P8
CG3473	FBgn0028913	FBtr0080661	FBpp0080227		Q9VJS5
CG3473	FBgn0028913	FBtr0343700	FBpp0310283		Q9VJS5
BEAT-VI	FBgn0039584	FBtr0333336	FBpp0305528		Q9VAV8
BEAT-VI	FBgn0039584	FBtr0085289	FBpp0084658		Q9VAV8
CG11337	FBgn0039846	FBtr0334553	FBpp0306620		Q5U1D1
CG11337	FBgn0039846	FBtr0334553	FBpp0306620		Q8IH29
CG11337	FBgn0039846	FBtr0334553	FBpp0306620		Q95RX7
CG11337	FBgn0039846	FBtr0334553	FBpp0306620		Q9V9X7
CG11337	FBgn0039846	FBtr0085811	FBpp0085172		Q9V9X7
CG11337	FBgn0039846	FBtr0300881	FBpp0290103		Q9V9X7
CG11337	FBgn0039846	FBtr0085812	FBpp0085173		Q9V9X7
CG17352	FBgn0035880	FBtr0113154	FBpp0112067		A8JNN6
CG17352	FBgn0035880	FBtr0076675	FBpp0076398		Q9VSI3
CG17352	FBgn0035880	FBtr0076676	FBpp0076399		Q95TB1
CG17352	FBgn0035880	FBtr0076676	FBpp0076399		Q8IQA8
CG17352	FBgn0035880	FBtr0076674	FBpp0076397		E6PBV8
CG17352	FBgn0035880	FBtr0076674	FBpp0076397		Q86P86
CG17352	FBgn0035880	FBtr0076674	FBpp0076397		Q8IQA9
GR98A	FBgn0039520	FBtr0085184	FBpp0084554	Q9VB30	D7FAQ1
GR98A	FBgn0039520	FBtr0085184	FBpp0084554	Q9VB30	D7FAQ6
GR98A	FBgn0039520	FBtr0085184	FBpp0084554	Q9VB30	D7FAQ0
GR98A	FBgn0039520	FBtr0085184	FBpp0084554	Q9VB30	D7FAP9
GR98A	FBgn0039520	FBtr0085184	FBpp0084554	Q9VB30	D7FAQ7
GR98A	FBgn0039520	FBtr0085184	FBpp0084554	Q9VB30	D7FAP8
GR98A	FBgn0039520	FBtr0085184	FBpp0084554	Q9VB30	Q4V3H9
GR98A	FBgn0039520	FBtr0085184	FBpp0084554	Q9VB30	D7FAQ2
GR98A	FBgn0039520	FBtr0085184	FBpp0084554	Q9VB30	B6IDY1
CG32371	FBgn0052371	FBtr0076788	FBpp0076502		Q6IDD3
CG32371	FBgn0052371	FBtr0076788	FBpp0076502		Q8IQA0
CG9518	FBgn0030590	FBtr0073983	FBpp0073800		Q9VY08
CG9518	FBgn0030590	FBtr0343598	FBpp0310195		Q9VY08
CG9518	FBgn0030590	FBtr0344175	FBpp0310587		Q6NR10
CG9518	FBgn0030590	FBtr0344175	FBpp0310587		Q9VY08
CG12119	FBgn0030102	FBtr0340494	FBpp0309430		Q8SYH2
CG12119	FBgn0030102	FBtr0340494	FBpp0309430		Q9W373
CG12119	FBgn0030102	FBtr0071336	FBpp0071271		Q9W373
CG1103	FBgn0037235	FBtr0111220	FBpp0110463		Q960K3
CG1103	FBgn0037235	FBtr0078909	FBpp0078549		Q960K3
DOB	FBgn0030607	FBtr0073961	FBpp0073778		Q9VXY8
CG43147	FBgn0262623	FBtr0305487	FBpp0293940		M9NFS2
CG43147	FBgn0262623	FBtr0344808	FBpp0311133		M9NFS2
GIP	FBgn0011770	FBtr0071472	FBpp0071406	P36951
ANXB10	FBgn0000084	FBtr0070025	FBpp0070024		D5AEP6
ANXB10	FBgn0000084	FBtr0301931	FBpp0291143	P22465
WHD	FBgn0261862	FBtr0301282	FBpp0290497		Q9V3K9
WHD	FBgn0261862	FBtr0088307	FBpp0087399		Q7JQH9
WHD	FBgn0261862	FBtr0301281	FBpp0290496		Q9V3K9
WHD	FBgn0261862	FBtr0088308	FBpp0087400		Q7JQH9
CG11200	FBgn0034500	FBtr0086299	FBpp0085611		Q7K0F7
CG11200	FBgn0034500	FBtr0344185	FBpp0310597		Q7K0F7
CG11200	FBgn0034500	FBtr0086300	FBpp0085612		Q7K0F7
CG33927	FBgn0053927	FBtr0091931	FBpp0091165		Q4ABH2
CG13026	FBgn0036656	FBtr0345347	FBpp0311502		Q0IGZ1
CG13026	FBgn0036656	FBtr0345347	FBpp0311502		Q9VV95
CG13026	FBgn0036656	FBtr0299542	FBpp0288817		Q9VV95
CG7227	FBgn0031970	FBtr0305574	FBpp0294025		Q9VLU7
CG7227	FBgn0031970	FBtr0344063	FBpp0310480		Q9VLU7
CG7227	FBgn0031970	FBtr0079551	FBpp0079173		Q9VLU7
CG18735	FBgn0042098	FBtr0071744	FBpp0071658		Q9I7V4
RHOL	FBgn0014380	FBtr0305340	FBpp0293883		D3DMW7
RHOL	FBgn0014380	FBtr0082124	FBpp0081602	Q24192
GCM	FBgn0014179	FBtr0335492	FBpp0307464	Q27403	M9PFC8
GCM	FBgn0014179	FBtr0079855	FBpp0079451	Q27403	M9PFC8
DEN1	FBgn0033716	FBtr0087902	FBpp0087013		Q7JUX2
DEN1	FBgn0033716	FBtr0301874	FBpp0291088		C0PV27
DEN1	FBgn0033716	FBtr0301874	FBpp0291088		E1JH43
CG5888	FBgn0028523	FBtr0080880	FBpp0080437		E1NZE7
CG5888	FBgn0028523	FBtr0080880	FBpp0080437		Q7KT58
CG5888	FBgn0028523	FBtr0340234	FBpp0309209		Q7KT58
OCHO	FBgn0040296	FBtr0299779	FBpp0289057		Q9VUI5
OCHO	FBgn0040296	FBtr0309062	FBpp0301079		Q9VUI5
CG5048	FBgn0036437	FBtr0075684	FBpp0075434		Q9VUG3
CHER	FBgn0014141	FBtr0089473	FBpp0088480		A0A0B4KGB3
CHER	FBgn0014141	FBtr0337100	FBpp0308014		Q7KSF4
CHER	FBgn0014141	FBtr0337101	FBpp0308015		Q7KSF4
CHER	FBgn0014141	FBtr0337101	FBpp0308015		A0A0B4KGT8
CHER	FBgn0014141	FBtr0337102	FBpp0308016		A0A0B4KHN1
CHER	FBgn0014141	FBtr0290013	FBpp0288452		C7LAD1
CHER	FBgn0014141	FBtr0290013	FBpp0288452		B7Z0L2
CHER	FBgn0014141	FBtr0290015	FBpp0288454		C7LAD0
CHER	FBgn0014141	FBtr0290015	FBpp0288454		A4V310
CHER	FBgn0014141	FBtr0303364	FBpp0292427		Q29R34
CHER	FBgn0014141	FBtr0303364	FBpp0292427		Q8T3K7
CHER	FBgn0014141	FBtr0303364	FBpp0292427		A0A0B4JCY6
CHER	FBgn0014141	FBtr0089471	FBpp0088478	Q9VEN1	Q9GQV2
CHER	FBgn0014141	FBtr0332167	FBpp0304476		A0A0B4KGB3
CHER	FBgn0014141	FBtr0290014	FBpp0288453		Q7KSF4
PICK1	FBgn0032447	FBtr0340542	FBpp0309441		Q86PF5
PICK1	FBgn0032447	FBtr0340543	FBpp0309442		X2JDZ1
PICK1	FBgn0032447	FBtr0340544	FBpp0309443		Q86PF5
PICK1	FBgn0032447	FBtr0080396	FBpp0079977		Q86PF5
PICK1	FBgn0032447	FBtr0080395	FBpp0079976		Q86PF5
PICK1	FBgn0032447	FBtr0080395	FBpp0079976		Q8SY07
DIDUM	FBgn0261397	FBtr0089743	FBpp0088684		Q7YU40
DIDUM	FBgn0261397	FBtr0089743	FBpp0088684		U3R9T8
DIDUM	FBgn0261397	FBtr0089743	FBpp0088684		A1Z6Z8
DIDUM	FBgn0261397	FBtr0089745	FBpp0088686		Q94882
DIDUM	FBgn0261397	FBtr0089745	FBpp0088686		O97417
DIDUM	FBgn0261397	FBtr0089745	FBpp0088686		A1Z6Z9
DIDUM	FBgn0261397	FBtr0089744	FBpp0088685		A1Z700
CG15429	FBgn0031596	FBtr0077428	FBpp0077118		Q8MZ93
CG15429	FBgn0031596	FBtr0077428	FBpp0077118		Q9VQY5
CG15429	FBgn0031596	FBtr0334400	FBpp0306503		M9PEG4
CG2162	FBgn0035388	FBtr0072981	FBpp0072851		Q8MRH9
CG2162	FBgn0035388	FBtr0072981	FBpp0072851		Q9VZW2
CG2162	FBgn0035388	FBtr0345028	FBpp0311278		E1JIB4
CG2162	FBgn0035388	FBtr0345029	FBpp0311279		Q8MRH9
PH-D	FBgn0004860	FBtr0070433	FBpp0070417		B1VJD5
PH-D	FBgn0004860	FBtr0070433	FBpp0070417		C8VV28
PH-D	FBgn0004860	FBtr0070433	FBpp0070417		B1VJ97
PH-D	FBgn0004860	FBtr0070433	FBpp0070417		B1VJD9
PH-D	FBgn0004860	FBtr0070433	FBpp0070417		Q9NF31
PH-D	FBgn0004860	FBtr0070433	FBpp0070417		B1VJD3
PH-D	FBgn0004860	FBtr0070433	FBpp0070417		B1VJD2
PH-D	FBgn0004860	FBtr0070433	FBpp0070417		Q9W523
PH-D	FBgn0004860	FBtr0112843	FBpp0111756		B1VJA9
PH-D	FBgn0004860	FBtr0112843	FBpp0111756		Q9NF31
RANGAP	FBgn0003346	FBtr0334174	FBpp0306291	Q9VIW3	A0A0E3X848
RANGAP	FBgn0003346	FBtr0334174	FBpp0306291	Q9VIW3	A0A0E3T479
RANGAP	FBgn0003346	FBtr0334174	FBpp0306291	Q9VIW3	C0LA70
RANGAP	FBgn0003346	FBtr0334174	FBpp0306291	Q9VIW3	A0A0E3T5D4
RANGAP	FBgn0003346	FBtr0334174	FBpp0306291	Q9VIW3	A0A0E3T462
RANGAP	FBgn0003346	FBtr0334174	FBpp0306291	Q9VIW3	C0LA78
RANGAP	FBgn0003346	FBtr0334174	FBpp0306291	Q9VIW3	C0LA68
RANGAP	FBgn0003346	FBtr0334174	FBpp0306291	Q9VIW3	A0A0E3T4A9
RANGAP	FBgn0003346	FBtr0334174	FBpp0306291	Q9VIW3	C0LA69
RANGAP	FBgn0003346	FBtr0334174	FBpp0306291	Q9VIW3	M9PBD9
RANGAP	FBgn0003346	FBtr0081234	FBpp0080775	Q9VIW3	M9PBD9
RANGAP	FBgn0003346	FBtr0334175	FBpp0306292		M9PD65
CG11741	FBgn0040531	FBtr0112769	FBpp0111681		A1A733
CG11741	FBgn0040531	FBtr0112769	FBpp0111681		A1A747
CG11741	FBgn0040531	FBtr0112769	FBpp0111681		A8JQV5
CG11741	FBgn0040531	FBtr0339331	FBpp0308431		A8JQV5
CG15765	FBgn0029814	FBtr0070817	FBpp0070783		Q9W468
CG15765	FBgn0029814	FBtr0332935	FBpp0305154		Q9W468
CG45071	FBgn0266441	FBtr0344433	FBpp0310805		Q9VUK9
CG45071	FBgn0266441	FBtr0344434	FBpp0310806		X2J927
YKT6	FBgn0260858	FBtr0071093	FBpp0071049		F6J1F4
YKT6	FBgn0260858	FBtr0071093	FBpp0071049		F6J1F7
YKT6	FBgn0260858	FBtr0071093	FBpp0071049		Q9W3M8
CG4911	FBgn0035959	FBtr0331549	FBpp0303939		M9PEL5
CG4911	FBgn0035959	FBtr0345351	FBpp0311506		Q95RW0
CG4911	FBgn0035959	FBtr0345351	FBpp0311506		Q9VST7
CG4911	FBgn0035959	FBtr0076542	FBpp0076269		Q9VST7
CKIIBETA	FBgn0000259	FBtr0073560	FBpp0073405		A4V4C1
CKIIBETA	FBgn0000259	FBtr0308085	FBpp0300428		M9NGA3
CKIIBETA	FBgn0000259	FBtr0308084	FBpp0300427		C9QPE1
CKIIBETA	FBgn0000259	FBtr0308084	FBpp0300427		M9NDU6
CKIIBETA	FBgn0000259	FBtr0073561	FBpp0073406		A4V4C1
CKIIBETA	FBgn0000259	FBtr0073562	FBpp0089135	P08182
CKIIBETA	FBgn0000259	FBtr0073558	FBpp0073403		A4V4C1
CKIIBETA	FBgn0000259	FBtr0333204	FBpp0305406		Q9NGY9
CKIIBETA	FBgn0000259	FBtr0333204	FBpp0305406		Q9NGY8
CKIIBETA	FBgn0000259	FBtr0333204	FBpp0305406		Q9NGY7
CKIIBETA	FBgn0000259	FBtr0333204	FBpp0305406		M9PHA6
CKIIBETA	FBgn0000259	FBtr0307896	FBpp0300330		A4V4C1
CKIIBETA	FBgn0000259	FBtr0299569	FBpp0288844		A4V4C1
CKIIBETA	FBgn0000259	FBtr0100540	FBpp0099985		A4V4C1
EPS-15	FBgn0035060	FBtr0072435	FBpp0072340		Q8WQ61
EPS-15	FBgn0035060	FBtr0072435	FBpp0072340		Q8MMD2
EPS-15	FBgn0035060	FBtr0072435	FBpp0072340		Q9W111
EPS-15	FBgn0035060	FBtr0072433	FBpp0072338		Q8MMD3
EPS-15	FBgn0035060	FBtr0308684	FBpp0300890		E3CTP7
EPS-15	FBgn0035060	FBtr0072434	FBpp0072339		Q9W111
EPS-15	FBgn0035060	FBtr0072434	FBpp0072339		E3CTP7
EPS-15	FBgn0035060	FBtr0072434	FBpp0072339		Q8MMD2
SIFA	FBgn0053527	FBtr0305055	FBpp0293592	Q6IGX9	A0A1B2AKW2
CG4281	FBgn0025626	FBtr0070339	FBpp0070325		O77267
CG4281	FBgn0025626	FBtr0070339	FBpp0070325		Q9W531
FON	FBgn0032773	FBtr0336819	FBpp0307786		Q8INW9
FON	FBgn0032773	FBtr0336819	FBpp0307786		Q9VIX7
FON	FBgn0032773	FBtr0336819	FBpp0307786		M9PDP3
FON	FBgn0032773	FBtr0081223	FBpp0080764		Q8INW9
FON	FBgn0032773	FBtr0301287	FBpp0290502		Q9VIX7
FON	FBgn0032773	FBtr0081222	FBpp0080763		Q9VIX7
KRN	FBgn0052179	FBtr0075197	FBpp0074961		Q9VVJ6
CG13894	FBgn0035157	FBtr0072606	FBpp0072502		Q8MQY8
CG13894	FBgn0035157	FBtr0072606	FBpp0072502		Q9W0N5
CG7607	FBgn0036145	FBtr0076163	FBpp0075894		Q8SWY5
CG7607	FBgn0036145	FBtr0076163	FBpp0075894		Q9VTG8
MAPMODULIN	FBgn0034282	FBtr0086822	FBpp0086001	Q9V895	B7YZR7
MAPMODULIN	FBgn0034282	FBtr0300410	FBpp0289639		E1JGK5
MAPMODULIN	FBgn0034282	FBtr0113091	FBpp0112004		E1JGK5
MAPMODULIN	FBgn0034282	FBtr0086823	FBpp0086002	Q9V895	B7YZR7
ANA3	FBgn0266111	FBtr0087904	FBpp0087015		A1Z8X3
CG10476	FBgn0034426	FBtr0086562	FBpp0085746		A1ZBI6
NITFHIT	FBgn0024945	FBtr0072483	FBpp0072385	O76464
SH3PX1	FBgn0040475	FBtr0076413	FBpp0076142		Q9NCC3
CG9642	FBgn0034183	FBtr0086973	FBpp0086127		A1ZAP0
HR78	FBgn0015239	FBtr0303654	FBpp0292671	Q24142	E8NH28
HR78	FBgn0015239	FBtr0303654	FBpp0292671	Q24142	H9ZJM0
