Gene name	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene stable ID
CTBP1	1487		E9PGB1	ENSG00000159692
CTBP1	1487		E7EUB3	ENSG00000159692
IDO1	3620	P14902	A0A348GSI3	ENSG00000131203
COL13A1	1305		A0A669KB16	ENSG00000197467
IDO1	3620		E5RH36	ENSG00000131203
CTBP1	1487		A0A0D9SGE6	ENSG00000159692
COL13A1	1305		A0A669KAZ4	ENSG00000197467
TM4SF4	7104	P48230		ENSG00000169903
COL13A1	1305		A0A669KB79	ENSG00000197467
TM4SF4	7104		C9JVD2	ENSG00000169903
ECT2L	345930	Q008S8		ENSG00000203734
IDO1	3620		J3KN03	ENSG00000131203
COL13A1	1305		A0A669KBE0	ENSG00000197467
GHSR	2693	Q92847		ENSG00000121853
COL13A1	1305		A0A669KB54	ENSG00000197467
COL13A1	1305		A0A669KB66	ENSG00000197467
SYTL3	94120	Q4VX76		ENSG00000164674
COL13A1	1305		A0A669KB55	ENSG00000197467
COL13A1	1305		A0A669KA03	ENSG00000197467
MAPKBP1	23005	O60336		ENSG00000137802
CCDC88C	440193	Q9P219		ENSG00000015133
COL13A1	1305		A0A669KB28	ENSG00000197467
PDPK1	5170		H3BNV5	ENSG00000140992
COL13A1	1305		E7ES50	ENSG00000197467
COL13A1	1305			ENSG00000197467
PDPK1	5170		H3BQA3	ENSG00000140992
MAPKBP1	23005		D6RAI2	ENSG00000137802
GPR149		Q86SP6	Q2MKA6	ENSG00000174948
COL13A1	1305		A0A669KB39	ENSG00000197467
CCDC88C	440193		Q0P665	ENSG00000015133
CYP3A5	1577		Q7Z3N0	ENSG00000106258
CCDC88C	440193		G3V3S0	ENSG00000015133
PDPK1	5170		E9PER6	ENSG00000140992
PDPK1	5170		H3BQ10	ENSG00000140992
COL13A1	1305		A0A669KB25	ENSG00000197467
SEPTIN2	4735		C9J2Q4	ENSG00000168385
MAPKBP1	23005		D6R9F7	ENSG00000137802
PDPK1	5170		H3BPR5	ENSG00000140992
PAICS	10606		D6RF62	ENSG00000128050
COL13A1	1305		H7BYT9	ENSG00000197467
COL13A1	1305		A0A669KBF9	ENSG00000197467
COL13A1	1305		H7BZB6	ENSG00000197467
NAP1L1	4673	P55209	A0A024RBB7	ENSG00000187109
COL13A1	1305		A0A669KBB8	ENSG00000197467
NAP1L1	4673		H0YIV4	ENSG00000187109
POU2F1	5451		Q16075	ENSG00000143190
ONECUT1	3175	Q9UBC0		ENSG00000169856
POU2F1	5451		A0A0A0MSV5	ENSG00000143190
PAICS	10606		E9PBS1	ENSG00000128050
ONECUT1	3175		U3KQR8	ENSG00000169856
SEPTIN2	4735		C9JT15	ENSG00000168385
PAICS	10606	P22234		ENSG00000128050
SEPTIN2	4735		C9JFT1	ENSG00000168385
SEPTIN2	4735		B5MD47	ENSG00000168385
NAP1L1	4673	P55209		ENSG00000187109
POU2F1	5451	P14859	A0A024R8Y2	ENSG00000143190
CLDN22	53842	Q8N7P3		ENSG00000177300
POU2F1	5451		A0A0A0MT46	ENSG00000143190
NAP1L1	4673		H0YHC3	ENSG00000187109
POU2F1	5451		A0A0C4DG88	ENSG00000143190
NAP1L1	4673		F8W543	ENSG00000187109
CYP3A7	1551	P24462		ENSG00000160870
NAP1L1	4673		B7Z4K9	ENSG00000187109
PHRF1	57661	Q9P1Y6		ENSG00000070047
NAP1L1	4673		B7Z9C2	ENSG00000187109
GJC3	349149	Q8NFK1		ENSG00000176402
SEPTIN2	4735	Q15019	A0A384N6H6	ENSG00000168385
NAP1L1	4673		F5H4R6	ENSG00000187109
SEPTIN2	4735		B5MCX3	ENSG00000168385
CNTNAP2	26047		A0A0D9SES4	ENSG00000174469
SEPTIN2	4735		F8WB65	ENSG00000168385
DTHD1	401124	Q6ZMT9		ENSG00000197057
DTHD1	401124		A0A1W2PR94	ENSG00000197057
THBS2	7058	P35442		ENSG00000186340
DTHD1	401124		D6RB49	ENSG00000197057
SEPTIN2	4735		C9J938	ENSG00000168385
PHRF1	57661	Q9P1Y6	A0A024RCA1	ENSG00000070047
SEPTIN2	4735		C9JQJ4	ENSG00000168385
NAP1L1	4673		F8W0J6	ENSG00000187109
THBS2	7058		A0A7I2V585	ENSG00000186340
NAP1L1	4673		H0YH88	ENSG00000187109
THBS2	7058		A0A3B3ITK0	ENSG00000186340
PHRF1	57661		F8WEF5	ENSG00000070047
SEPTIN2	4735		C9JZI2	ENSG00000168385
NAP1L1	4673		F8VV59	ENSG00000187109
TLR2	7097		A0A2R8Y4N9	ENSG00000137462
PHRF1	57661		E9PJ24	ENSG00000070047
NAP1L1	4673		F8VUX1	ENSG00000187109
TLR2	7097		A0A2R8YHF6	ENSG00000137462
TLR2	7097	O60603	A0A0S2Z4S4	ENSG00000137462
NAP1L1	4673		F8VY35	ENSG00000187109
TLR2	7097		A0A2R8Y7R7	ENSG00000137462
NAP1L1	4673		F8W118	ENSG00000187109
THBS2	7058		A0A7I2YQ86	ENSG00000186340
SEPTIN2	4735		A0A1B0GXJ2	ENSG00000168385
NAP1L1	4673		F8VXI6	ENSG00000187109
THBS2	7058		A0A7I2V344	ENSG00000186340
THBS2	7058		A0A7I2YQT6	ENSG00000186340
NAP1L1	4673		F8W020	ENSG00000187109
EFR3A	23167	Q14156		ENSG00000132294
TLR2	7097		A0A0S2Z4L7	ENSG00000137462
NAP1L1	4673		F8VRJ2	ENSG00000187109
SEPTIN2	4735		F8WCX3	ENSG00000168385
NAP1L1	4673		F8VVB5	ENSG00000187109
EFR3A	23167		E5RJS1	ENSG00000132294
SEPTIN2	4735		C9IY94	ENSG00000168385
EFR3A	23167		A0A1B0GUZ7	ENSG00000132294
SEPTIN2	4735		C9IZU3	ENSG00000168385
THBS2	7058		Q5RI53	ENSG00000186340
IRF7	3665		A0A3B3ITQ5	ENSG00000185507
EFR3A	23167		E5RFJ2	ENSG00000132294
SEPTIN2	4735		C9JG93	ENSG00000168385
SEPTIN2	4735		C9JSE7	ENSG00000168385
SEPTIN2	4735		C9JB25	ENSG00000168385
SEPTIN2	4735		H7C310	ENSG00000168385
TIGAR	57103		A0A0U1RQD1	ENSG00000078237
SEPTIN2	4735		H7C2Y0	ENSG00000168385
SEPTIN2	4735		H7C1T1	ENSG00000168385
TBC1D24	57465	Q9ULP9		ENSG00000162065
TBC1D24	57465		A0A0D9SFR5	ENSG00000162065
TIGAR	57103	Q9NQ88		ENSG00000078237
OC90		Q02509		ENSG00000253117
TBC1D24	57465		H3BV07	ENSG00000162065
TBC1D24	57465		A0A2R8Y518	ENSG00000162065
CNTNAP2	26047	Q9UHC6	A0A090N7T7	ENSG00000174469
			I6L893	ENSG00000258417
TBC1D24	57465		H3BTP5	ENSG00000162065
UTP23			E5RIC4	ENSG00000147679
FGF23	8074	Q9GZV9		ENSG00000118972
PNPLA6	10908	Q8IY17		ENSG00000032444
UTP23			E5RGP0	ENSG00000147679
UTP23			E5RH13	ENSG00000147679
IRF7	3665	Q92985		ENSG00000185507
PNPLA6	10908		M0QZK5	ENSG00000032444
PNPLA6	10908		M0R2K2	ENSG00000032444
UTP23		Q9BRU9		ENSG00000147679
UTP23			G3XAM4	ENSG00000147679
UTP23			E5RIM0	ENSG00000147679
UTP23			E5RG01	ENSG00000147679
SLC17A2	10246	O00624	A0A024QZY2	ENSG00000112337
PNPLA6	10908		M0QZD1	ENSG00000032444
CCND2	894	P30279		ENSG00000118971
SLC17A2	10246	O00624		ENSG00000112337
CCND2	894		A0A6Q8PGZ3	ENSG00000118971
AARD	441376	Q4LEZ3		ENSG00000205002
IRF7	3665	Q92985	A0A024RCA2	ENSG00000185507
HCRTR2	3062	O43614	S4X0W3	ENSG00000137252
PNPLA6	10908		M0R2H4	ENSG00000032444
PNPLA6	10908		M0QYF5	ENSG00000032444
PNPLA6	10908		A0A384DVU0	ENSG00000032444
CNTNAP2	26047		B7Z1Y6	ENSG00000174469
IRF7	3665		M9RSF4	ENSG00000185507
GDF11	10220	O95390	A0A024RB20	ENSG00000135414
GDF11	10220		H0YI30	ENSG00000135414
OR2J3			A0A126GWT2	ENSG00000204701
KIFAP3	22920	Q92845		ENSG00000075945
PNPLA6	10908		M0R2C2	ENSG00000032444
OR2J3		O76001		ENSG00000204701
PNPLA6	10908		M0QYT1	ENSG00000032444
OR2H2		O95918	A0A1U9X844	ENSG00000204657
CNTNAP2	26047	Q9UHC6		ENSG00000174469
IRF7	3665		E9PIA7	ENSG00000185507
OOEP	441161		F2Z364	ENSG00000203907
SPTAN1	6709	Q13813		ENSG00000197694
OOEP	441161	A6NGQ2		ENSG00000203907
IRF7	3665		E9PR03	ENSG00000185507
OOEP	441161		C9J915	ENSG00000203907
SMLR1	100507203	H3BR10		ENSG00000256162
APOBEC2	10930	Q9Y235		ENSG00000124701
SPTAN1	6709		A0A0D9SF54	ENSG00000197694
IRF7	3665		A0A3B3ISC0	ENSG00000185507
PNPLA6	10908		A0A2R8Y7E1	ENSG00000032444
IRF7	3665		A0A3B3ISS4	ENSG00000185507
PNPLA6	10908		M0QXH7	ENSG00000032444
IRF7	3665		E9PQ11	ENSG00000185507
SPTAN1	6709		A0A0D9SFF6	ENSG00000197694
MICA	100507436		A0A0G2JJ55	ENSG00000204520
CLEC4M	10332		A0A7P0MMK7	ENSG00000104938
SARNP		P82979		ENSG00000205323
MICA	100507436		A0A024RCL3	ENSG00000204520
RHOBTB2	23221	Q9BYZ6		ENSG00000008853
MICA	100507436		A0A669KAV8	ENSG00000204520
RHOBTB2	23221		E5RI44	ENSG00000008853
MICA	100507436		A0A669KAV5	ENSG00000204520
SMARCAD1	56916	Q9H4L7		ENSG00000163104
RHOBTB2	23221			ENSG00000008853
AXDND1	126859		D6REE1	ENSG00000162779
CLEC4M	10332	Q9H2X3		ENSG00000104938
CLEC4M	10332		E7ENS9	ENSG00000104938
SARNP			F8VS12	ENSG00000205323
MICA	100507436		Q96QC4	ENSG00000204520
SPTAN1	6709	Q13813	A0A384P5S9	ENSG00000197694
MICA	100507436		H0Y615	ENSG00000204520
SARNP			F8VZQ9	ENSG00000205323
SMARCAD1	56916		D6RAY8	ENSG00000163104
SPTAN1	6709		A0A1B0GWE2	ENSG00000197694
SPTAN1	6709		A0A1B0GW19	ENSG00000197694
SRRM3	222183		A0A087WXA3	ENSG00000177679
			H0YHG0	ENSG00000257390
			H0YHH1	ENSG00000257390
SRRM3	222183		A0A087X0W5	ENSG00000177679
			H0YHR6	ENSG00000257390
			H0YIP3	ENSG00000257390
SPTAN1	6709		A0A1B0GTB7	ENSG00000197694
SMARCAD1	56916		F8W9M2	ENSG00000163104
SPTAN1	6709		A0A0D9SGF6	ENSG00000197694
YWHAG	7532	P61981		ENSG00000170027
SPTAN1	6709		A0A5F9ZHC3	ENSG00000197694
SPTAN1	6709		A0A1B0GTD1	ENSG00000197694
ORMDL2	29095		F8VXD5	ENSG00000123353
NPNT	255743		D6RE63	ENSG00000168743
SPTAN1	6709		A0A1B0GUN2	ENSG00000197694
MARF1	9665		G8JLP4	ENSG00000166783
SSC4D	136853	Q8WTU2		ENSG00000146700
ORMDL2	29095	Q53FV1		ENSG00000123353
SPTAN1	6709		A0A1B0GV13	ENSG00000197694
ORMDL2	29095		F8VWV8	ENSG00000123353
SPTAN1	6709		A0A1B0GUH3	ENSG00000197694
MARF1	9665	Q9Y4F3		ENSG00000166783
GLUD1	2746	P00367	E9KL48	ENSG00000148672
GLUD1	2746			ENSG00000148672
MARF1	9665		H0YIB6	ENSG00000166783
MARF1	9665		F8VVB8	ENSG00000166783
SPTAN1	6709		A0A0D9SFH4	ENSG00000197694
KCNF1		Q9H3M0		ENSG00000162975
MARF1	9665		F8VRS5	ENSG00000166783
AXDND1	126859	Q5T1B0		ENSG00000162779
ZP3	7784	P21754		ENSG00000188372
AXDND1	126859		D6R9B7	ENSG00000162779
AXDND1	126859		D6RDY4	ENSG00000162779
ZP3	7784		E9PFI9	ENSG00000188372
ZP3	7784		H0Y3M4	ENSG00000188372
TIPARP	25976	Q7Z3E1		ENSG00000163659
C2orf50	130813	Q96LR7		ENSG00000150873
MMP19	4327	Q99542		ENSG00000123342
TNFRSF10B	8795	O14763		ENSG00000120889
MMP19	4327		A6ND33	ENSG00000123342
HSPB1	3315	P04792	V9HW43	ENSG00000106211
HSPB1	3315		A0A6Q8PFE7	ENSG00000106211
HSPB1	3315		A0A6Q8PHA6	ENSG00000106211
TIPARP	25976		C9JXM5	ENSG00000163659
HSPB1	3315		A0A6Q8PHJ6	ENSG00000106211
PRPF4B	8899	Q13523	A0A024QZY5	ENSG00000112739
HSPB1	3315		A0A6Q8PH65	ENSG00000106211
HSPB1	3315		A0A6Q8PGY2	ENSG00000106211
TIPARP	25976		G5E9W1	ENSG00000163659
HSPB1	3315		A0A6Q8PGK1	ENSG00000106211
TIPARP	25976		H7C5K7	ENSG00000163659
HSPB1	3315		A0A6Q8PFK8	ENSG00000106211
MMP19	4327		F8W1C3	ENSG00000123342
PRPF4B	8899		H0YDJ3	ENSG00000112739
CDHR5	53841	Q9HBB8		ENSG00000099834
AXDND1	126859		A6H900	ENSG00000162779
HSPB1	3315		A0A6Q8PF43	ENSG00000106211
TNFRSF10B	8795		E9PBT3	ENSG00000120889
HSPB1	3315		C9J3N8	ENSG00000106211
MMP19	4327		B4DNP3	ENSG00000123342
AXDND1	126859		B1AM31	ENSG00000162779
TRH	7200	P20396		ENSG00000170893
TRH	7200		D6RFM1	ENSG00000170893
			A0A2R8YDH7	ENSG00000284956
TNFRSF10C	8794		E5RJI1	ENSG00000173535
CDHR5	53841		E9PMY2	ENSG00000099834
SLC66A3	130814		C9J4B6	ENSG00000162976
FAM217A	222826	Q8IXS0		ENSG00000145975
CRPPA	729920	A4D126		ENSG00000214960
FAM217A	222826		A0A1W2PRP4	ENSG00000145975
CDHR5	53841		E9PLX6	ENSG00000099834
TNFRSF10C	8794	O14798		ENSG00000173535
CDHR5	53841		E9PPW2	ENSG00000099834
CRPPA	729920	A4D126	A0A140VJM1	ENSG00000214960
SLC66A3	130814	Q8N755		ENSG00000162976
FAM217A	222826		C9J5H0	ENSG00000145975
CRPPA	729920		A0A6Q8PG39	ENSG00000214960
CDHR5	53841		E9PKR2	ENSG00000099834
CRPPA	729920		A0A6Q8PF75	ENSG00000214960
SLC66A3	130814		G5E9P4	ENSG00000162976
FAM217A	222826		C9J6U0	ENSG00000145975
CRPPA	729920		A0A6Q8PHI3	ENSG00000214960
SLC7A14		Q8TBB6		ENSG00000013293
SCT	6343	P09683		ENSG00000070031
TBX15	6913	Q96SF7		ENSG00000092607
TBX15	6913		Q5JT55	ENSG00000092607
DRD4	1815	P21917		ENSG00000069696
SLC66A3	130814		B5MC27	ENSG00000162976
PANO1	101927423	I0J062		ENSG00000288675
SLC66A3	130814		H7C493	ENSG00000162976
SOSTDC1		Q6X4U4	A4D125	ENSG00000171243
SOSTDC1		Q6X4U4		ENSG00000171243
TNFRSF10D		Q9UBN6		ENSG00000173530
LRRC72	100506049	A6NJI9		ENSG00000205858
LRRC72	100506049		F8VSY1	ENSG00000205858
CD48	962	P09326		ENSG00000117091
NDE1	54820	Q9NXR1	X5DR54	ENSG00000072864
NDE1	54820		I3L464	ENSG00000072864
CD48	962		A0A087X1S7	ENSG00000117091
SST	6750	P61278		ENSG00000157005
NPNT	255743	Q6UXI9		ENSG00000168743
NDE1	54820		A0A6Q8PHH1	ENSG00000072864
NDE1	54820		A0A6Q8PEY3	ENSG00000072864
NDE1	54820		I3L2S8	ENSG00000072864
NDE1	54820		A0A6Q8PG46	ENSG00000072864
PARVA	55742	Q9NVD7		ENSG00000197702
NDE1	54820		A0A6Q8PGV6	ENSG00000072864
NDE1	54820		I3L3G9	ENSG00000072864
NDE1	54820		I3L522	ENSG00000072864
PARVA	55742		E9PS97	ENSG00000197702
NDE1	54820		I3L2R9	ENSG00000072864
NDE1	54820		I3L2R3	ENSG00000072864
E2F6	1876		F8WEZ5	ENSG00000169016
NPNT	255743		D6RH31	ENSG00000168743
NDE1	54820		I3L533	ENSG00000072864
NDE1	54820		I3L2T8	ENSG00000072864
NPNT	255743		H0YAK9	ENSG00000168743
OR4P4	81300	Q8NGL7		ENSG00000181927
TNFRSF10A	8797	O00220		ENSG00000104689
OR4A15	81328		A0A286YF59	ENSG00000181958
TNFRSF10A	8797		F8U8C0	ENSG00000104689
NPNT	255743		H0Y8M1	ENSG00000168743
E2F6	1876		Q2Z197	ENSG00000169016
NPNT	255743		H0YA60	ENSG00000168743
TNFRSF10A	8797		E5RFH1	ENSG00000104689
METRN	79006	Q9UJH8		ENSG00000103260
METRN	79006		H3BSC8	ENSG00000103260
METRN	79006		J3KMW6	ENSG00000103260
DGKA	1606		F8VNZ9	ENSG00000065357
METRN	79006		I3L2T3	ENSG00000103260
OR10G6	79490	Q8NH81	A0A126GVD6	ENSG00000198674
METRN	79006		H3BUM1	ENSG00000103260
OR10G9	219870	Q8NGN4		ENSG00000236981
CHMP7	91782	Q8WUX9		ENSG00000147457
TTC9C	283237		E9PKV8	ENSG00000162222
ANTKMT	65990		H3BPE8	ENSG00000103254
TTC9C	283237		E7EST3	ENSG00000162222
CHMP7	91782		E5RJI3	ENSG00000147457
RXRG	6258	P48443	F1D8Q7	ENSG00000143171
TTC9C	283237	Q8N5M4		ENSG00000162222
ANTKMT	65990		J3KMW5	ENSG00000103254
TTC9C	283237		H0YDR3	ENSG00000162222
ZBTB3	79842			ENSG00000185670
ZBTB3	79842		A0A6E1W9L1	ENSG00000185670
ZBTB3	79842	Q9H5J0	A0A024R5A6	ENSG00000185670
CHMP7	91782		E5RFR8	ENSG00000147457
ANTKMT	65990	Q9BQD7		ENSG00000103254
ZBTB3	79842		E9PPE9	ENSG00000185670
RXRG	6258		A0A087WZ88	ENSG00000143171
CHMP7	91782		E5RIU9	ENSG00000147457
ANTKMT	65990		H3BQW1	ENSG00000103254
ACTB	60	P60709	Q1KLZ0	ENSG00000075624
ACTB	60	P60709	A0A2R8YGF8	ENSG00000075624
POLR2G	5436		E9PS03	ENSG00000168002
HHLA1	10086	C9JL84		ENSG00000132297
HHLA1	10086		A0A5F9ZHM0	ENSG00000132297
DGKA	1606		F8VWX8	ENSG00000065357
DGKA	1606		G3V4I3	ENSG00000065357
GRAMD1C	54762	Q8IYS0		ENSG00000178075
DGKA	1606		G3V312	ENSG00000065357
E2F6	1876	O75461	A0A0S2Z3K8	ENSG00000169016
GRAMD1C	54762		B4DF12	ENSG00000178075
GMPR2	51292	Q9P2T1		ENSG00000100938
POLR2G	5436		E9PKH3	ENSG00000168002
GRAMD1C	54762		F8WCA8	ENSG00000178075
E2F6	1876	O75461		ENSG00000169016
CYHR1	50626		E9PJD7	ENSG00000187954
GRAMD1C	54762		E9PHT3	ENSG00000178075
ACTB	60		E7EVS6	ENSG00000075624
ACTB	60		A0A6Q8PGD7	ENSG00000075624
ACTB	60		A0A6Q8PH58	ENSG00000075624
ACTB	60		A0A6Q8PFE4	ENSG00000075624
CYHR1	50626	Q6ZMK1		ENSG00000187954
GRAMD1C	54762		C9J7B8	ENSG00000178075
POLR2G	5436	P62487		ENSG00000168002
POLR2G	5436		E9PIU7	ENSG00000168002
E2F6	1876	O75461	Q53YM3	ENSG00000169016
GRAMD1C	54762		C9K0V2	ENSG00000178075
CIAO3	64428	Q9H6Q4		ENSG00000103245
POLR2G	5436		H0YEE4	ENSG00000168002
CYHR1	50626		E9PQ42	ENSG00000187954
ACTB	60		A0A2R8YFE2	ENSG00000075624
E2F6	1876		F8WC40	ENSG00000169016
E2F6	1876		Q2Z196	ENSG00000169016
TAF6L	10629		E9PLV8	ENSG00000162227
ACTB	60		G5E9R0	ENSG00000075624
ACTB	60		A0A2R8Y793	ENSG00000075624
ACTB	60		A0A2R8YEA7	ENSG00000075624
TAF6L	10629		E9PK90	ENSG00000162227
ACTB	60		C9JZR7	ENSG00000075624
ACTB	60		C9JUM1	ENSG00000075624
ECI2	10455		A0A0C4DGA2	ENSG00000198721
ACTB	60		C9JTX5	ENSG00000075624
CYHR1	50626		E9PN77	ENSG00000187954
CYHR1	50626		E9PPA8	ENSG00000187954
ECI2	10455		F8WAW4	ENSG00000198721
TAF6L	10629	Q9Y6J9	A0A024R5A7	ENSG00000162227
CIAO3	64428		B4DEE7	ENSG00000103245
TAF6L	10629		E9PP94	ENSG00000162227
FSCN1	6624	Q16658	A0A384MEG1	ENSG00000075618
CIAO3	64428		H3BSH2	ENSG00000103245
FSCN1	6624		C9JFC0	ENSG00000075618
TMEM223	79064		H0YCK4	ENSG00000168569
DGKA	1606		G3V4E1	ENSG00000065357
FSCN1	6624		C9JPH9	ENSG00000075618
TMEM223	79064		G5EA27	ENSG00000168569
ECI2	10455		F8W6J1	ENSG00000198721
FSCN1	6624		A0A0A0MSB2	ENSG00000075618
ECI2	10455		F1LLU7	ENSG00000198721
ECI2	10455	O75521		ENSG00000198721
TMEM223	79064	A0PJW6		ENSG00000168569
CIAO3	64428		H3BSJ7	ENSG00000103245
GMPR2	51292		A0A0B4J281	ENSG00000100938
GMPR2	51292		H0YMG3	ENSG00000100938
CIAO3	64428		H3BQ03	ENSG00000103245
CIAO3	64428		I3L2A3	ENSG00000103245
TMEM179B	374395	Q7Z7N9		ENSG00000185475
KIFC2	90990		A0A2R8YEU8	ENSG00000167702
CIAO3	64428		H3BPX8	ENSG00000103245
KIFC2	90990		A0A2R8Y870	ENSG00000167702
GMPR2	51292		H0YMR9	ENSG00000100938
TMEM179B	374395		G3V185	ENSG00000185475
CIAO3	64428		H3BUF3	ENSG00000103245
ECI2	10455		C9JB63	ENSG00000198721
GMPR2	51292		H0YMB3	ENSG00000100938
TMEM179B	374395		H0YEV1	ENSG00000185475
KIFC2	90990	Q96AC6		ENSG00000167702
GMPR2	51292		H0YNH0	ENSG00000100938
GMPR2	51292		H0YMV5	ENSG00000100938
GMPR2	51292		H0YNS9	ENSG00000100938
GMPR2	51292		H0YL68	ENSG00000100938
			H0YAE9	ENSG00000249141
PTBP1	5725		A0A0U1RRM4	ENSG00000011304
GMPR2	51292		H0YKK3	ENSG00000100938
GMPR2	51292		H0YN74	ENSG00000100938
PTBP1	5725		A0A0D9SF20	ENSG00000011304
FOXH1	8928	O75593		ENSG00000160973
PTBP1	5725		A0A7I2V4H6	ENSG00000011304
PTBP1	5725		A0A6Q8PEX4	ENSG00000011304
ULK4	54986	Q96C45		ENSG00000168038
PTBP1	5725	P26599		ENSG00000011304
GMPR2	51292		H0YNJ6	ENSG00000100938
GMPR2	51292		H0YLV5	ENSG00000100938
PTBP1	5725		K7ES59	ENSG00000011304
ULK4	54986		A0A0C4DG77	ENSG00000168038
DGKA	1606	P23743	A0A024RB23	ENSG00000065357
TPR	7175	P12270		ENSG00000047410
PTBP1	5725		K7EKJ7	ENSG00000011304
SMARCD3	6604	Q6STE5		ENSG00000082014
PTBP1	5725		A0A087WUW5	ENSG00000011304
GMPR2	51292		H0YLB8	ENSG00000100938
PTBP1	5725		A0A7I2V621	ENSG00000011304
ULK4	54986		C9JVZ3	ENSG00000168038
GMPR2	51292		H0YKE1	ENSG00000100938
PTBP1	5725		A6NLN1	ENSG00000011304
GMPR2	51292		H0YK71	ENSG00000100938
GMPR2	51292		H0YK13	ENSG00000100938
SMARCD3	6604	Q6STE5	A0A090N8Z9	ENSG00000082014
PTBP1	5725		K7ELW5	ENSG00000011304
GMPR2	51292		H0YN22	ENSG00000100938
GMPR2	51292		H0YMW6	ENSG00000100938
PTBP1	5725		A0A087WU68	ENSG00000011304
PTBP1	5725		K7EK45	ENSG00000011304
PTBP1	5725		A0A087WTS6	ENSG00000011304
TPR	7175		Q5SWX9	ENSG00000047410
SMARCD3	6604		F8WBJ3	ENSG00000082014
VCP	7415		A0A7P0TAW3	ENSG00000165280
SMARCD3	6604		H7C4E9	ENSG00000082014
NXF1	10482	Q9UBU9		ENSG00000162231
VCP	7415		C9JUP7	ENSG00000165280
NR4A2	4929	P43354	F1D8N6	ENSG00000153234
VCP	7415		A0A7I2YQJ0	ENSG00000165280
VCP	7415		A0A7I2V540	ENSG00000165280
VCP	7415		A0A7I2V5G8	ENSG00000165280
CDH24	64403	Q86UP0		ENSG00000139880
NR4A2	4929	P43354		ENSG00000153234
VCP	7415		A0A7P0TA22	ENSG00000165280
VCP	7415	P55072	V9HW80	ENSG00000165280
VCP	7415		A0A7P0TAQ1	ENSG00000165280
NR4A2	4929		E9PBQ4	ENSG00000153234
VCP	7415		A0A7P0T8Q5	ENSG00000165280
TNIP1	10318	Q15025		ENSG00000145901
TNIP1	10318		H0YC17	ENSG00000145901
VCP	7415		A0A7P0Z4C6	ENSG00000165280
SMARCD3	6604		C9JYI7	ENSG00000082014
NR4A2	4929		F8W6I3	ENSG00000153234
NR4A2	4929		C9J8W4	ENSG00000153234
VCP	7415		A0A7P0T8A3	ENSG00000165280
NR4A2	4929		H7BZ00	ENSG00000153234
VCP	7415		A0A7I2V2Y2	ENSG00000165280
NR4A2	4929		C9IYM5	ENSG00000153234
NR4A2	4929		C9JWQ1	ENSG00000153234
RPL13A	23521		A0A7I2V5L3	ENSG00000142541
VCP	7415		A0A7P0T8D3	ENSG00000165280
VCP	7415		A0A7P0TAY0	ENSG00000165280
PPP1R16A	84988	Q96I34		ENSG00000160972
VCP	7415		A0A7P0T8Q4	ENSG00000165280
RPL13A	23521		Q8J015	ENSG00000142541
VCP	7415		A0A7P0T8D6	ENSG00000165280
VCP	7415		A0A7P0T946	ENSG00000165280
VCP	7415		A0A7P0T9X5	ENSG00000165280
VCP	7415		A0A7P0TBF1	ENSG00000165280
VCP	7415		A0A7P0TBK7	ENSG00000165280
VCP	7415		A0A7P0Z4D1	ENSG00000165280
VCP	7415		A0A7P0T971	ENSG00000165280
PPP1R16A	84988		A0A087WWZ0	ENSG00000160972
NXF1	10482		H0YDU0	ENSG00000162231
NXF1	10482		E9PIN3	ENSG00000162231
KCNV2	169522	Q8TDN2		ENSG00000168263
NXF1	10482		B4E227	ENSG00000162231
NXF1	10482		E9PLA7	ENSG00000162231
RPL13A	23521		A0A096LPE0	ENSG00000142541
NXF1	10482		E9PQA4	ENSG00000162231
NXF1	10482		E9PMV7	ENSG00000162231
DGKA	1606	P23743		ENSG00000065357
TEX54	111216277	A0A1B0GVG6		ENSG00000283268
RPL13A	23521		M0QZU1	ENSG00000142541
RNASET2	8635	O00584		ENSG00000026297
RNASET2	8635			ENSG00000026297
DGKA	1606		F8W1H7	ENSG00000065357
RPL13A	23521	P40429	A0A384ME37	ENSG00000142541
RNASET2	8635		A0A087WWI1	ENSG00000026297
RNASET2	8635		A0A087WZM2	ENSG00000026297
GPD2	2820		E7EM56	ENSG00000115159
RPL13A	23521		A0A7I2V2L9	ENSG00000142541
MBIP	51562	Q9NS73		ENSG00000151332
CACNA1G	8913	O43497		ENSG00000006283
RNASET2	8635		D6REQ6	ENSG00000026297
RPL13A	23521		M0QYS1	ENSG00000142541
MBIP	51562		S4R2X9	ENSG00000151332
RPL13A	23521		A0A7I2V376	ENSG00000142541
PPP2R3A	5523	Q06190		ENSG00000073711
MBIP	51562		S4R3N2	ENSG00000151332
RNASET2	8635		J3QQ64	ENSG00000026297
RNASET2	8635		D6RHI9	ENSG00000026297
MBIP	51562		S4R3P6	ENSG00000151332
MSLN	10232	Q13421		ENSG00000102854
MBIP	51562		S4R3Y0	ENSG00000151332
GPT	2875	P24298		ENSG00000167701
VLDLR	7436		Q5VVF8	ENSG00000147852
ZNF564	163050	Q8TBZ8		ENSG00000249709
VLDLR	7436		A0A7P0T897	ENSG00000147852
ZNF564	163050		F8WD42	ENSG00000249709
YPEL4	219539		E9PRC4	ENSG00000166793
MSLN	10232		H3BR90	ENSG00000102854
