Gene stable ID	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene name
WBGene00010660	178241		M1Z859	K08D8.6
WBGene00010661	176810		Q9XUS8	tyr-2
WBGene00010662	187158		Q9XUT1	K08E3.2
WBGene00010663	176812	Q9XUS7		toca-2
WBGene00010663	176812	Q9XUS7		toca-2
WBGene00010664	176813		Q9XUT0	dbn-1
WBGene00010665	176814		Q9XUS6	rml-1
WBGene00010665	176814		Q9XUS6	rml-1
WBGene00010665	176814		Q9XUS5	rml-1
WBGene00010665	176814		Q9XUS4	rml-1
WBGene00010665	176814		Q8WQE5	rml-1
WBGene00010665	176814		Q86D12	rml-1
WBGene00010665	176814		Q69Z13	rml-1
WBGene00010666	178144		Q21333	K08E4.2
WBGene00010666	178144		F5GUA0	K08E4.2
WBGene00010667	187159		Q21334	K08E4.3
WBGene00010667	187159		H2FLH0	K08E4.3
WBGene00010669	187161		Q21335	bath-37
WBGene00010669	187161		M1ZJY8	bath-37
WBGene00010670	178145		Q21336	tmed-1
WBGene00010671	3564920		Q21342	eak-7
WBGene00010672	187162		Q21343	K08E7.4
WBGene00010673	178211		Q21344	K08E7.5
WBGene00010673	178211		Q2XMZ7	K08E7.5
WBGene00010673	178211		Q2XMZ6	K08E7.5
WBGene00010673	178211		Q2XMZ5	K08E7.5
WBGene00010673	178211		H2FLI2	K08E7.5
WBGene00010674	178212		Q21345	K08E7.6
WBGene00010675	178213		Q21347	K08E7.8
WBGene00010675	178213		Q2EEN9	K08E7.8
WBGene00010676	177879		Q21350	ctf-18
WBGene00010677	177880		Q21351	gtbp-1
WBGene00010678	177881		Q21352	K08F4.3
WBGene00010679	187164		Q21354	K08F4.5
WBGene00010680	3565252		Q7YWZ2	K08F4.12
WBGene00010681	174398	Q21360		mak-1
WBGene00010681	174398	Q21360		mak-1
WBGene00010681	174398	Q21360		mak-1
WBGene00010681	174398	Q21360		mak-1
WBGene00010681	174398	Q21360		mak-1
WBGene00010682	187165		Q21365	K08F8.5
WBGene00010682	187165		P90926	K08F8.5
WBGene00010683	3565109		Q7YWX2	K08F8.7
WBGene00010684	187167		Q9XVL3	K08F9.1
WBGene00010684	187167		N1NTI6	K08F9.1
WBGene00010685	180022		O17939	aipl-1
WBGene00010686	187168		O17940	K08F9.3
WBGene00010686	187168		L8E972	K08F9.3
WBGene00010686	187168		L8EC39	K08F9.3
WBGene00010686	187168		L8E826	K08F9.3
WBGene00010687	180023		G5EDM0	K08F9.4
WBGene00010688	187173		Q93869	srz-12
WBGene00010689	187175		Q21366	K08H2.2
WBGene00010690	181448		Q21368	K08H2.3
WBGene00010691	181449		Q21369	K08H2.4
WBGene00010692	187176		Q21373	K08H2.5
WBGene00010693	187177		A0A4V0ILZ2	K08H2.7
WBGene00010693	187177		A0A4V0IMB9	K08H2.7
WBGene00010694	3565692		Q7YWW9	bgnt-1.5
WBGene00010697	179395	Q9XU84		uda-1
WBGene00010698	187181		Q9XU83	K08H10.6
WBGene00010699	179394		Q9XU81	trpp-6
WBGene00010700	181650	G5EED4		nipi-3
WBGene00010701	181648		Q93871	ent-2
WBGene00010702	181647		Q93875	usp-33
WBGene00010703	181645		G5EEF4	K09A9.6
WBGene00010703	181645		A8WHT8	K09A9.6
WBGene00010704	187182		Q21374	K09A11.1
WBGene00010705	187183		Q27506	cyp-14A1
WBGene00010706	187184		Q27505	cyp-14A2
WBGene00010707	187185		Q27507	cyp-14A3
WBGene00010708	187186		Q21375	phf-33
WBGene00010709	187190	Q9U3B6		nol-9
WBGene00010709	187190	Q9U3B6		nol-9
WBGene00010711	187192		Q9XU79	K09B11.4
WBGene00010712	178307		Q9U3B5	K09B11.5
WBGene00010712	178307		Q2EEM6	K09B11.5
WBGene00010713	178311		G5EGG0	uso-1
WBGene00010713	178311		Q2EEM5	uso-1
WBGene00010714	266652		Q9U3B4	mam-3
WBGene00010715	181286		O01341	K09C8.2
WBGene00010716	187206	Q21389		lge-1
WBGene00010717	3565446		Q7YWY3	K09C8.7
WBGene00010718	3565042		Q7YWY2	K09C8.8
WBGene00010719	175067		Q9NAP8	K09E4.1
WBGene00010720	175065		E5QCI3	algn-3
WBGene00010720	175065		E5QCI4	algn-3
WBGene00010721	175064		Q9NAP7	K09E4.3
WBGene00010721	175064		E5QCI5	K09E4.3
WBGene00010722	175063		Q9NAP6	K09E4.4
WBGene00010722	175063		Q9NAP6	K09E4.4
WBGene00010723	259477	Q7YWX9		cpg-7
WBGene00010724	181654		Q93877	K09E9.1
WBGene00010724	181654		Q93877	K09E9.1
WBGene00010724	181654		A0A0K3AWD3	K09E9.1
WBGene00010724	181654		A0A0K3AYL4	K09E9.1
WBGene00010725	181652		Q93878	erv-46
WBGene00010725	181652		Q93878	erv-46
WBGene00010726	181651		A0A5E4M2I1	K09E9.3
WBGene00010726	181651		A0A5E4LZ74	K09E9.3
WBGene00010727	179346		Q9XVL1	K09G1.1
WBGene00010727	179346		Q95ZR6	K09G1.1
WBGene00010727	179346		Q95ZR6	K09G1.1
WBGene00010727	179346		Q95ZR6	K09G1.1
WBGene00010727	179346		Q95ZR6	K09G1.1
WBGene00010727	179346		A9UJP1	K09G1.1
WBGene00010727	179346		D9N146	K09G1.1
WBGene00010727	179346		D9N147	K09G1.1
WBGene00010728	187236		Q9XVL0	K09G1.2
WBGene00010730	172837		Q9XU56	ensa-1
WBGene00010731	187255		O45665	K10C3.4
WBGene00010731	187255		O45665	K10C3.4
WBGene00010731	187255		O45665	K10C3.4
WBGene00010731	187255		O45665	K10C3.4
WBGene00010731	187255		O45665	K10C3.4
WBGene00010731	187255		E9P8A0	K10C3.4
WBGene00010732	172838		O17944	K10C3.5
WBGene00010732	172838		Q564S2	K10C3.5
WBGene00010734	187256	Q21412		parn-1
WBGene00010735	187257		Q21413	frpr-15
WBGene00010735	187257		A0A486WX37	frpr-15
WBGene00010736	179737		G5ECX8	istr-1
WBGene00010736	179737		A5Z2T4	istr-1
WBGene00010736	179737		G5EDV6	istr-1
WBGene00010737	3564965		Q7YWY0	K10C8.4
WBGene00010738	172452		Q21418	K10D3.4
WBGene00010740	172448		Q8WQE3	K10D3.6
WBGene00010741	179547		Q21420	lgc-49
WBGene00010742	179548		O45670	clc-6
WBGene00010742	179548		O45669	clc-6
WBGene00010742	179548		O45669	clc-6
WBGene00010742	179548		Q9NAP4	clc-6
WBGene00010742	179548		Q9NAP4	clc-6
WBGene00010742	179548		Q9NAP4	clc-6
WBGene00010742	179548		Q9NAP4	clc-6
WBGene00010742	179548		E9P878	clc-6
WBGene00010743	187265		Q21421	K10D6.3
WBGene00010744	179549		Q21423	K10D6.4
WBGene00010744	179549		E2JL00	K10D6.4
WBGene00010745	187266		O45667	dod-17
WBGene00010746	187267		O17945	K10D11.2
WBGene00010747	187268		H9G311	K10D11.3
WBGene00010747	187268		H9G310	K10D11.3
WBGene00010747	187268		H9G312	K10D11.3
WBGene00010748	187269		O17947	K10D11.4
WBGene00010749	187270		O17948	K10D11.5
WBGene00010750	178249		O17949	K10D11.6
WBGene00010752	187278		O45672	K10G4.3
WBGene00010754	180143		O45671	K10G4.5
WBGene00010755	176441		G5EEK1	vglu-2
WBGene00010756	187283		Q21425	K10G9.2
WBGene00010757	259529	Q8WR51		pad-2
WBGene00010757	259529		G1K0W1	pad-2
WBGene00010758	175106		O45678	vnut-1
WBGene00010759	175107	O45679		cysl-2
WBGene00010760	175109		O45681	K10H10.4
WBGene00010760	175109		U4PR07	K10H10.4
WBGene00010761	187284		O45682	K10H10.5
WBGene00010762	187285		Q9XU55	K10H10.6
WBGene00010763	187286		O45684	K10H10.7
WBGene00010764	187287		O45683	K10H10.9
WBGene00010765	3565646		Q7YWX5	K10H10.10
WBGene00010765	3565646		U4PE47	K10H10.10
WBGene00010766	173349		G5ECC9	mrps-27
WBGene00010766	173349		G5ECC9	mrps-27
WBGene00010767	173350	O45685		blos-9
WBGene00010768	187290		O62303	K11D2.1
WBGene00010768	187290		O62303	K11D2.1
WBGene00010768	187290		A0A0K3AU54	K11D2.1
WBGene00010769	173120	O45686		asah-1
WBGene00010770	187291		G5EDL1	K11D2.4
WBGene00010770	187291		G5EDL1	K11D2.4
WBGene00010770	187291		G5EGD1	K11D2.4
WBGene00010770	187291		G5EFR5	K11D2.4
WBGene00010770	187291		G5ECP1	K11D2.4
WBGene00010770	187291		G5EBU1	K11D2.4
WBGene00010771	3565891		Q7YTL5	mter-4
WBGene00010772	176510		G5EEI9	K11D9.3
WBGene00010772	176510		G5EEI9	K11D9.3
WBGene00010773	187295		Q21428	K11E4.1
WBGene00010774	187296		Q21429	K11E4.2
WBGene00010775	187297		Q21427	poml-1
WBGene00010776	181490		Q21430	pix-1
WBGene00010776	181490		E3W735	pix-1
WBGene00010778	176399		Q7JMU1	gpdh-2
WBGene00010778	176399	P34517		gpdh-2
WBGene00010778	176399		A7LPE5	gpdh-2
WBGene00010778	176399		A7LPE6	gpdh-2
WBGene00010779	187306	P34518		K11H3.2
WBGene00010780	176398	P34519		K11H3.3
WBGene00010782	187308	P34521		K11H3.5
WBGene00010783	259526		Q7YWY8	mrpl-36
WBGene00010784	3565640		Q7YWY7	twk-48
WBGene00010785	174825	Q23670		top-2
WBGene00010786	187334		Q21438	K12D12.4
WBGene00010787	174822		G5ED63	K12D12.5
WBGene00010788	179626		G5EEA7	sulp-4
WBGene00010789	187335		O17951	sulp-5
WBGene00010790	179627	Q17334		sodh-1
WBGene00010791	179628	O45687		sodh-2
WBGene00010792	3565780		Q7JKQ3	K12G11.6
WBGene00010793	178386		O17954	LLC1.2
WBGene00010793	178386		D3YT80	LLC1.2
WBGene00010793	178386		G3MU72	LLC1.2
WBGene00010794	178387	O17953		dld-1
WBGene00010794	178387	O17953		dld-1
WBGene00010795	187349	P34530		M01A8.1
WBGene00010795	187349	P34530		M01A8.1
WBGene00010795	187349	P34530		M01A8.1
WBGene00010796	176307	P34531		clip-1
WBGene00010796	176307	P34531		clip-1
WBGene00010797	187354		O17957	srbc-75
WBGene00010798	187355		O17958	srbc-76
WBGene00010799	187357		Q9XU76	chil-12
WBGene00010800	187358		O17961	srsx-37
WBGene00010801	187359		O17962	M01B2.8
WBGene00010802	187360		O17960	srsx-39
WBGene00010803	187361		O17963	M01B2.10
WBGene00010803	187361		O17963	M01B2.10
WBGene00010805	173192		O45691	M01E5.2
WBGene00010806	173193		O45692	M01E5.3
WBGene00010806	173193		A5JYZ1	M01E5.3
WBGene00010806	173193		A5JYZ2	M01E5.3
WBGene00010807	173194		O45690	M01E5.4
WBGene00010808	173196	G5EC37		sepa-1
WBGene00010809	3564813	Q21452		lias-1
WBGene00010809	3564813	Q21452		lias-1
WBGene00010810	175457		Q21453	M01F1.4
WBGene00010810	175457		Q5CZ47	M01F1.4
WBGene00010811	175458	Q21455		hmit-1.3
WBGene00010811	175458	Q21455		hmit-1.3
WBGene00010812	187375	Q21454		mrpl-35
WBGene00010813	175459		G5EED9	pitp-1
WBGene00010814	175454		Q7YXB7	M01F1.8
WBGene00010814	175454		Q7YXB6	M01F1.8
WBGene00010815	3565369		Q7YWW8	M01F1.9
WBGene00010817	187379		O62309	M01G12.2
WBGene00010819	187382		Q9XUS1	M01G12.5
WBGene00010820	43578486		O62312	M01G12.6
WBGene00010821	187384		O62313	M01G12.7
WBGene00010822	187385		O62317	M01G12.9
WBGene00010823	187386		O62307	M01G12.10
WBGene00010825	173093		O62316	M01G12.14
WBGene00010827	187394		Q93891	txt-19
WBGene00010828	178236		Q93892	M02B1.3
WBGene00010828	178236		A0A061AD30	M02B1.3
WBGene00010829	187395		Q93893	M02B1.4
WBGene00010830	174597		O17970	M02G9.1
WBGene00010830	174597		B6VQ93	M02G9.1
WBGene00010831	187405		O17969	M02G9.2
WBGene00010832	187406		Q9XUS0	M02G9.3
WBGene00010833	187417		Q93895	M03B6.1
WBGene00010834	181497		Q93896	mct-3
WBGene00010835	181498		G5EGM4	M03B6.3
WBGene00010836	187418		Q93897	M03B6.4
WBGene00010837	3565481		Q7YWZ5	M03B6.5
WBGene00010838	176456		Q21483	M03C11.1
WBGene00010839	176457	Q21489		chl-1
WBGene00010839	176457	Q21489		chl-1
WBGene00010840	187419		H2FLG4	M03C11.3
WBGene00010840	187419		H2FLG5	M03C11.3
WBGene00010842	176460	P54813		ymel-1
WBGene00010843	187420		Q21485	M03C11.6
WBGene00010844	176461		Q21486	prp-3
WBGene00010845	176462	G5EDG2		M03C11.8
WBGene00010846	178075		Q21503	M04B2.2
WBGene00010847	178073		Q21504	M04B2.4
WBGene00010848	3565135		Q7YTL7	M04B2.6
WBGene00010849	3565562		Q7YTL6	M04B2.7
WBGene00010849	3565562		D3KFV4	M04B2.7
WBGene00010849	3565562		D3KFV4	M04B2.7
WBGene00010849	3565562		D3KFV5	M04B2.7
WBGene00010849	3565562		H9G2Z2	M04B2.7
WBGene00010849	3565562		H9G2Z1	M04B2.7
WBGene00010849	3565562		A0A061AE17	M04B2.7
WBGene00010849	3565562		A0A061ACR9	M04B2.7
WBGene00010849	3565562		A0A061AJ97	M04B2.7
WBGene00010849	3565562		A0A061AKX8	M04B2.7
WBGene00010849	3565562		A0A061ACV2	M04B2.7
WBGene00010850	3565716		G5EDD0	M04C3.1
WBGene00010850	3565716		G5EFX4	M04C3.1
WBGene00010850	3565716		G5EFX4	M04C3.1
WBGene00010850	3565716		M1Z848	M04C3.1
WBGene00010850	3565716		M1ZJT3	M04C3.1
WBGene00010850	3565716		M1ZJT3	M04C3.1
WBGene00010850	3565716		M1ZJT3	M04C3.1
WBGene00010850	3565716		M1ZJT3	M04C3.1
WBGene00010851	180274		G1K104	M04C3.2
WBGene00010851	180274		G1K101	M04C3.2
WBGene00010851	180274		G1K101	M04C3.2
WBGene00010854	187437		P91906	M04C7.3
WBGene00010855	3565595		Q7YWX8	M04C7.4
WBGene00010856	187438		A5JYY7	M04C9.1
WBGene00010856	187438		A5JYY8	M04C9.1
WBGene00010857	187439		P90931	M04C9.2
WBGene00010858	187440		P90933	M04C9.3
WBGene00010858	187440		B3WFY7	M04C9.3
WBGene00010859	187441		P90934	M04C9.4
WBGene00010862	187443		Q21509	M04D8.4
WBGene00010863	187444		Q21510	M04D8.5
WBGene00010864	187445		Q21511	xbx-3
WBGene00010865	187446		Q21512	M04D8.7
WBGene00010866	3565710		Q7YWX1	M04D8.8
WBGene00010867	179817		P92004	ifbp-1
WBGene00010867	179817		Q9XVK9	ifbp-1
WBGene00010867	179817		B2D6P5	ifbp-1
WBGene00010867	179817		E1B6V0	ifbp-1
WBGene00010867	179817		N1NV21	ifbp-1
WBGene00010867	179817		A0A486WVP3	ifbp-1
WBGene00010867	179817		A0A486WWY4	ifbp-1
WBGene00010867	179817		A0A486WXY0	ifbp-1
WBGene00010867	179817		A0A486WTX8	ifbp-1
WBGene00010867	179817		A0A486WXA8	ifbp-1
WBGene00010868	179819	A0A486WWJ9		somi-1
WBGene00010868	179819	A0A486WWJ9		somi-1
WBGene00010868	179819	A0A486WWJ9		somi-1
WBGene00010868	179819	A0A486WWJ9		somi-1
WBGene00010869	187450		Q21514	M05B5.1
WBGene00010870	187451		Q21516	let-522
WBGene00010871	266840		A0A0K3AQQ6	M05B5.3
WBGene00010871	266840		A0A0K3AU93	M05B5.3
WBGene00010871	266840		A0A0K3AWM1	M05B5.3
WBGene00010872	172457		Q21515	M05B5.4
WBGene00010873	3565192		Q21517	trpa-2
WBGene00010874	174354		Q21521	M05D6.1
WBGene00010874	174354		Q21521	M05D6.1
WBGene00010875	174353		G5ECL1	M05D6.2
WBGene00010876	174355		Q21522	M05D6.3
WBGene00010877	174356		Q21523	lact-4
WBGene00010878	174357		Q21524	M05D6.5
WBGene00010878	174357		B7WN91	M05D6.5
WBGene00010879	187453		Q21525	taap-1
WBGene00010879	187453		Q21525	taap-1
WBGene00010879	187453		Q21525	taap-1
WBGene00010880	3565415		Q7YWZ4	M05D6.8
WBGene00010880	3565415		E3W730	M05D6.8
WBGene00010881	3564998		Q7YWZ3	M05D6.9
WBGene00010881	3564998		A0A3P6NP68	M05D6.9
WBGene00010882	178005		G5EBK4	atg-7
WBGene00010883	187456		Q21590	M7.7
WBGene00010884	187457		Q21589	M7.8
WBGene00010885	178009		O17974	M7.9
WBGene00010886	178010		Q21588	M7.10
WBGene00010887	187458		Q21596	M7.12
WBGene00010888	187460	Q21557		dlc-2
WBGene00010889	178154		Q21555	M18.3
WBGene00010890	178156	Q21554		ddb-1
WBGene00010891	187461		Q21558	M18.6
WBGene00010891	187461		A0A061ACL6	M18.6
WBGene00010892	178158		G5EFD8	dhhc-6
WBGene00010893	174640		Q21573	cutl-9
WBGene00010895	353403		Q21567	M28.4
WBGene00010896	174645	Q21568		snu-13
WBGene00010897	174644		Q21569	lact-3
WBGene00010898	174643	O17972		nphp-1
WBGene00010899	174641		Q21574	M28.8
WBGene00010900	174642		Q21571	M28.9
WBGene00010901	187463		Q8I116	M28.10
WBGene00010902	187470		G5EE59	M79.2
WBGene00010904	175591		Q21603	ugt-62
WBGene00010905	175592		Q21601	mrps-34
WBGene00010906	187471		Q21600	M88.3
WBGene00010907	175594		Q21602	M88.4
WBGene00010908	175595		Q21605	imph-1
WBGene00010908	175595		Q6A582	imph-1
WBGene00010908	175595		K8FE02	imph-1
WBGene00010908	175595		K8ERX1	imph-1
WBGene00010909	175593		Q9U3A1	cisd-3.1
WBGene00010910	174670		Q09592	M106.2
WBGene00010911	174671		Q0G840	M106.3
WBGene00010911	174671		Q0G840	M106.3
WBGene00010911	174671		Q0G839	M106.3
WBGene00010912	174672	Q09580		gmps-1
WBGene00010912	174672	Q09580		gmps-1
WBGene00010912	174672	Q09580		gmps-1
WBGene00010912	174672	Q09580		gmps-1
WBGene00010912	174672	Q09580		gmps-1
WBGene00010913	187472		Q21530	M110.3
WBGene00010915	187474	Q21534		M110.7
WBGene00010916	3565949		Q7YTM0	M110.8
WBGene00010916	3565949		Q7YTM0	M110.8
WBGene00010916	3565949		G1K0W5	M110.8
WBGene00010917	3564934		Q7YTL9	M110.9
WBGene00010918	178112		Q21538	M117.1
WBGene00010918	178112		A0A061AE94	M117.1
WBGene00010919	187477		Q21539	M117.3
WBGene00010920	178114		Q21536	M117.4
WBGene00010922	176523		Q21541	M142.5
WBGene00010922	176523		A0A486WUL5	M142.5
WBGene00010923	176525	O45962		rle-1
WBGene00010923	176525	O45962		rle-1
WBGene00010923	176525	O45962		rle-1
WBGene00010924	181380		Q21544	pycr-1
WBGene00010925	187483		Q21545	mfsd-11
WBGene00010926	187484		Q21546	M153.3
WBGene00010928	187486		Q9XUC9	clec-258
WBGene00010929	187487		Q9XUC8	srt-45
WBGene00010931	180300		Q9U3A4	M162.5
WBGene00010933	187490		H2L2I7	M162.7
WBGene00010934	187491		Q9XUD2	fbxa-118
WBGene00010935	181546		Q93906	M163.1
WBGene00010936	187492		A0A486WXF4	ztf-14
WBGene00010936	187492		A0A486WWY9	ztf-14
WBGene00010937	187493		Q93900	M163.5
WBGene00010939	187495		Q93905	M163.7
WBGene00010940	3565205		Q6BES2	M163.8
WBGene00010940	3565205		Q6BES2	M163.8
WBGene00010941	174493		Q21549	gss-1
WBGene00010942	174494	Q21551		chch-3
WBGene00010943	174495		Q21552	M176.4
WBGene00010943	174495		Q21552	M176.4
WBGene00010943	174495		Q21552	M176.4
WBGene00010944	174497		Q21548	M176.5
WBGene00010945	174500		D6R8W8	chil-13
WBGene00010946	174496		Q8WQD9	M176.10
WBGene00010946	174496		A0A486WWA6	M176.10
WBGene00010947	353402		Q86NF6	M176.11
WBGene00010948	174337		Q21563	M195.2
WBGene00010948	174337		K8ESB4	M195.2
WBGene00010948	174337		K8F7W9	M195.2
WBGene00010950	187500		Q9NAN9	srt-44
WBGene00010951	178422		Q9NAP2	M199.2
WBGene00010953	178423		Q9NAP0	clec-190
WBGene00010954	3565781		Q7YTL4	clec-189
WBGene00010955	3565163		Q7YTL3	M199.7
WBGene00010956	3565513		Q7YTL2	M199.8
WBGene00010957		P24885		nduo-6
WBGene00010958				
WBGene00010959				
WBGene00010960		P24888		atp-6
WBGene00010961		P24889		nduo-2
WBGene00010962		P24891		ctc-3
WBGene00010963		P24892		nduo-4
WBGene00010964		P24893		ctc-1
WBGene00010965		P24894		ctc-2
WBGene00010966		P24895		nduo-3
WBGene00010967		P24896		nduo-5
WBGene00010968	187505		Q21619	R01E6.2
WBGene00010969	181476		Q21616	R01E6.5
WBGene00010970	187506		Q21618	glb-20
WBGene00010971	187507		Q21620	R01E6.7
WBGene00010972	187514		Q21622	R01H10.4
WBGene00010973	187515		Q21621	rip-1
WBGene00010974	187516	Q21626		bbs-5
WBGene00010975	187517		Q21623	R01H10.7
WBGene00010976	179956		Q21636	R02D5.1
WBGene00010977	187521		Q21635	R02D5.3
WBGene00010978	187522		Q21634	R02D5.4
WBGene00010979	187523		Q21638	R02D5.6
WBGene00010979	187523		D5MCS8	R02D5.6
WBGene00010979	187523		D5MCS9	R02D5.6
WBGene00010979	187523		K8ESD2	R02D5.6
WBGene00010979	187523		K8ESD2	R02D5.6
WBGene00010980	179954		O62323	R02D5.7
WBGene00010981	187532		Q21655	blos-8
WBGene00010982	187533		Q21656	flp-32
WBGene00010983	187534	Q21657		mocs-1
WBGene00010984	181633		Q8MP09	nkat-3
WBGene00010984	181633		Q5FC69	nkat-3
WBGene00010985	181634		Q21660	R03A10.5
WBGene00010986	3564903		G5EEU4	sprr-1
WBGene00010987	175150		O17977	R03C1.1
WBGene00010987	175150		B7WNA3	R03C1.1
WBGene00010988	174681	Q09582		metr-1
WBGene00010989	174682		Q09594	R03D7.2
WBGene00010990	174683	Q09413		tceb-3
WBGene00010990	174683	Q09413		tceb-3
WBGene00010991	187536	Q09595		R03D7.5
WBGene00010991	187536		A0A0K3AR32	R03D7.5
WBGene00010992	174684		Q09598	R03D7.8
WBGene00010993	181526		Q9XTY9	vha-20
WBGene00010994	181525		Q9XTY8	lgc-25
WBGene00010995	3565071		Q69YW8	ceh-90
WBGene00010995	3565071		A0A1X7RBN4	ceh-90
WBGene00010996	187544		Q21671	R03G8.1
WBGene00010998	181437		Q21672	R03G8.3
WBGene00010998	181437		Q21672	R03G8.3
WBGene00010998	181437		Q21672	R03G8.3
WBGene00011000	181438		Q9XVV9	R03G8.6
WBGene00011001	187566		Q21699	R04B5.1
WBGene00011002	187567		Q21700	nhr-205
WBGene00011003	179405		Q21702	R04B5.5
WBGene00011004	179404		Q21703	R04B5.6
WBGene00011005	187568		Q21704	R04B5.7
WBGene00011006	187570	Q21706		ugt-47
WBGene00011008	187572		Q21708	R04B5.11
WBGene00011009	187573		G5ED86	cyp-14A4
WBGene00011010	181451		Q21712	R04D3.2
WBGene00011011	181453		Q21713	R04D3.3
WBGene00011012	181452		Q21711	R04D3.4
WBGene00011013	187578		G5EDU5	srxa-8
WBGene00011014	187592		Q21731	hpo-30
WBGene00011015	179690		Q21732	R04F11.2
WBGene00011015	179690		Q21732	R04F11.2
WBGene00011015	179690		Q21732	R04F11.2
WBGene00011016	179688		Q21730	R04F11.3
WBGene00011017	179689		Q8WQD7	R04F11.5
WBGene00011018	178372		H2L2J0	R05A10.1
WBGene00011019	187594		O45698	R05A10.2
WBGene00011020	178371		O45701	R05A10.3
WBGene00011021	187595	O45700		R05A10.4
WBGene00011023	178370		O45703	R05A10.6
WBGene00011024	187597		O45704	R05A10.7
WBGene00011025	187598		O45705	R05A10.8
WBGene00011026	187603		Q9XVK8	R05D7.1
WBGene00011026	187603		Q9XVK8	R05D7.1
WBGene00011027	187604		O45706	R05D7.2
WBGene00011028	173095		J7RNM1	R05D7.3
WBGene00011028	173095		J7RNM1	R05D7.3
WBGene00011028	173095		J7RNM1	R05D7.3
WBGene00011028	173095		J7RNM1	R05D7.3
WBGene00011028	173095		J7RNM1	R05D7.3
WBGene00011028	173095		J7RNM1	R05D7.3
WBGene00011028	173095		J7S160	R05D7.3
WBGene00011028	173095		J7SF94	R05D7.3
WBGene00011028	173095		J7SA63	R05D7.3
WBGene00011028	173095		J7SEZ9	R05D7.3
WBGene00011029	173096		O45707	abhd-11.2
WBGene00011030	173097		O45708	R05D7.5
WBGene00011030	173097		A0A1D3PCK8	R05D7.5
WBGene00011030	173097		A0A1D3PDE4	R05D7.5
WBGene00011032	172651		Q21736	ddx-52
WBGene00011033	172649		Q21737	tmem-208
WBGene00011034	187613	Q21738		paxt-1
WBGene00011035	172652		Q21739	snrp-27
WBGene00011036	172653		Q21740	edc-3
WBGene00011037	172650		Q95ZR2	R05D11.9
WBGene00011038	174582		Q21763	R05H5.3
WBGene00011039	174581		Q21764	R05H5.4
WBGene00011040	187628		Q21765	arv-1
WBGene00011041	187629		Q21766	R05H5.7
WBGene00011042	175144		O62324	R05H10.1
WBGene00011042	175144		O62324	R05H10.1
WBGene00011042	175144		O62324	R05H10.1
WBGene00011043	175145		O62325	rbm-28
WBGene00011044	175148		G5EDL4	R05H10.3
WBGene00011044	175148		G5EDV8	R05H10.3
WBGene00011045	187630	O62327		gpx-2
WBGene00011045	187630		U4PB05	gpx-2
WBGene00011046	3565038		Q7YTM1	R05H10.7
WBGene00011047	175093		O62329	tebp-1
WBGene00011049	175095		O62331	sdz-26
WBGene00011050	175091		O62334	agl-1
WBGene00011050	175091		O62334	agl-1
WBGene00011051	175092	U4PCM1		pfs-2
WBGene00011051	175092	U4PCM1		pfs-2
WBGene00011051	175092	U4PCM1		pfs-2
WBGene00011052	187635		O17981	arrd-11
WBGene00011053	187636		A0A131MBN2	arrd-12
WBGene00011053	187636		A0A131MCQ1	arrd-12
WBGene00011054	175022		O17982	arrd-13
WBGene00011054	175022		O17982	arrd-13
WBGene00011055	175021		O17983	arrd-14
WBGene00011056	175019		Q9U397	R06B9.5
WBGene00011058	173075		O62336	fdps-1
WBGene00011059	173076		O62337	R06C1.4
WBGene00011060	173077		G5ED85	R06C1.6
WBGene00011061	172463	Q21770		wago-1
WBGene00011062	187640		Q21772	R06C7.2
WBGene00011063	172465	Q21771		cpg-3
WBGene00011063	172465	Q21771		cpg-3
WBGene00011064	172466	Q21774		adsl-1
WBGene00011064	172466	Q21774		adsl-1
WBGene00011065	187641	Q21775		R06C7.6
WBGene00011066	172470		Q21777	ztf-15
WBGene00011066	172470		B1Q259	ztf-15
WBGene00011067	174661	Q09600		vps-11
WBGene00011068	174662	Q09415		set-14
WBGene00011069	187642	Q09602		ceh-62
WBGene00011070	187643	Q09416		msrp-7
WBGene00011071	174664	Q09417		R06F6.8
WBGene00011071	174664	Q09417		R06F6.8
WBGene00011072	174660	Q09418		tag-209
WBGene00011073	259723		Q21780	R07A4.2
WBGene00011074	181270		Q21781	R07A4.3
WBGene00011074	181270		Q21781	R07A4.3
WBGene00011075	187644		Q21782	R07A4.4
WBGene00011076	181200	Q09606		scav-5
WBGene00011077	187646	Q09419		R07B1.5
WBGene00011077	187646	Q09419		R07B1.5
WBGene00011077	187646	Q09419		R07B1.5
WBGene00011078	187647	Q09420		R07B1.6
WBGene00011079	187648	Q09421		R07B1.7
WBGene00011081	181201	Q09609		R07B1.9
WBGene00011082	3565952		Q7YWU6	R07B1.11
WBGene00011083	3565633		G5EBF0	glo-1
WBGene00011084	187652		Q21786	srsx-21
WBGene00011087	179654		G5EBX2	R07B7.2
WBGene00011087	179654		G5EF98	R07B7.2
WBGene00011087	179654		A0A486WXC9	R07B7.2
WBGene00011087	179654		A0A486WYB4	R07B7.2
WBGene00011088	187655		Q21794	kmo-2
WBGene00011088	187655		Q21794	kmo-2
WBGene00011088	187655		B5BM30	kmo-2
WBGene00011089	179657	Q21795		kmo-1
WBGene00011090	179658		Q21796	R07B7.6
WBGene00011090	179658		I2HA85	R07B7.6
